Geneid	CO2	avg.z	locus
gene-SYNPCC7002_RS07045	0.04	-1.1483694855439537	32049.SYNPCC7002_A1408
gene-SYNPCC7002_RS07045	4	0.11255185174222555	32049.SYNPCC7002_A1408
gene-SYNPCC7002_RS07045	8	0.9964433396470879	32049.SYNPCC7002_A1408
gene-SYNPCC7002_RS07045	30	0.03937429415454807	32049.SYNPCC7002_A1408
gene-SYNPCC7002_RS07050	0.04	1.3021707291496942	32049.SYNPCC7002_A1409
gene-SYNPCC7002_RS07050	4	-1.1181408247869686	32049.SYNPCC7002_A1409
gene-SYNPCC7002_RS07050	8	-0.613751775879892	32049.SYNPCC7002_A1409
gene-SYNPCC7002_RS07050	30	0.42972187151715413	32049.SYNPCC7002_A1409
gene-SYNPCC7002_RS07055	0.04	-0.3746698203521106	32049.SYNPCC7002_A1410
gene-SYNPCC7002_RS07055	4	-0.4661981715124272	32049.SYNPCC7002_A1410
gene-SYNPCC7002_RS07055	8	-0.6374743133075151	32049.SYNPCC7002_A1410
gene-SYNPCC7002_RS07055	30	1.4783423051720348	32049.SYNPCC7002_A1410
gene-SYNPCC7002_RS07060	0.04	-1.6166973714933506	32049.SYNPCC7002_A1411
gene-SYNPCC7002_RS07060	4	0.45054641137234086	32049.SYNPCC7002_A1411
gene-SYNPCC7002_RS07060	8	0.7231861827517847	32049.SYNPCC7002_A1411
gene-SYNPCC7002_RS07060	30	0.44296477736921624	32049.SYNPCC7002_A1411
gene-SYNPCC7002_RS07065	0.04	-1.3917770913237346	32049.SYNPCC7002_A1412
gene-SYNPCC7002_RS07065	4	0.1931548180488262	32049.SYNPCC7002_A1412
gene-SYNPCC7002_RS07065	8	0.8519681809620804	32049.SYNPCC7002_A1412
gene-SYNPCC7002_RS07065	30	0.3466540923127944	32049.SYNPCC7002_A1412
gene-SYNPCC7002_RS07070	0.04	1.1375058087207175	32049.SYNPCC7002_A1413
gene-SYNPCC7002_RS07070	4	-1.063226155217769	32049.SYNPCC7002_A1413
gene-SYNPCC7002_RS07070	8	-0.5852839435793686	32049.SYNPCC7002_A1413
gene-SYNPCC7002_RS07070	30	0.5110042900764458	32049.SYNPCC7002_A1413
gene-SYNPCC7002_RS07075	0.04	-1.4893974111826966	32049.SYNPCC7002_A1414
gene-SYNPCC7002_RS07075	4	0.8739126557087331	32049.SYNPCC7002_A1414
gene-SYNPCC7002_RS07075	8	0.8144045287770395	32049.SYNPCC7002_A1414
gene-SYNPCC7002_RS07075	30	-0.19891977330307395	32049.SYNPCC7002_A1414
gene-SYNPCC7002_RS07090	0.04	1.3286401020893823	32049.SYNPCC7002_A1417
gene-SYNPCC7002_RS07090	4	-0.35229845801200754	32049.SYNPCC7002_A1417
gene-SYNPCC7002_RS07090	8	-0.6957029103516101	32049.SYNPCC7002_A1417
gene-SYNPCC7002_RS07090	30	-0.2806387337257407	32049.SYNPCC7002_A1417
gene-SYNPCC7002_RS07095	0.04	1.5714346707735138	32049.SYNPCC7002_A1418
gene-SYNPCC7002_RS07095	4	-0.7415523115210259	32049.SYNPCC7002_A1418
gene-SYNPCC7002_RS07095	8	-0.4415893797385221	32049.SYNPCC7002_A1418
gene-SYNPCC7002_RS07095	30	-0.38829297951397196	32049.SYNPCC7002_A1418
gene-SYNPCC7002_RS07110	0.04	-1.4363876224901908	32049.SYNPCC7002_A1420
gene-SYNPCC7002_RS07110	4	0.7320852816687212	32049.SYNPCC7002_A1420
gene-SYNPCC7002_RS07110	8	0.7030925382651917	32049.SYNPCC7002_A1420
gene-SYNPCC7002_RS07110	30	0.0012098025562931602	32049.SYNPCC7002_A1420
gene-SYNPCC7002_RS07115	0.04	-1.4375511052857162	32049.SYNPCC7002_A1421
gene-SYNPCC7002_RS07115	4	0.8609738928807704	32049.SYNPCC7002_A1421
gene-SYNPCC7002_RS07115	8	0.2581466841620805	32049.SYNPCC7002_A1421
gene-SYNPCC7002_RS07115	30	0.3184305282427916	32049.SYNPCC7002_A1421
gene-SYNPCC7002_RS07120	0.04	-1.6080809787554458	32049.SYNPCC7002_A1422
gene-SYNPCC7002_RS07120	4	0.682612542287778	32049.SYNPCC7002_A1422
gene-SYNPCC7002_RS07120	8	0.6307296358259414	32049.SYNPCC7002_A1422
gene-SYNPCC7002_RS07120	30	0.29473880064173175	32049.SYNPCC7002_A1422
gene-SYNPCC7002_RS07125	0.04	1.1081747618056907	32049.SYNPCC7002_A1423
gene-SYNPCC7002_RS07125	4	0.15602529996265546	32049.SYNPCC7002_A1423
gene-SYNPCC7002_RS07125	8	0.25173637960396245	32049.SYNPCC7002_A1423
gene-SYNPCC7002_RS07125	30	-1.515936441372304	32049.SYNPCC7002_A1423
gene-SYNPCC7002_RS07130	0.04	1.3354274364092993	32049.SYNPCC7002_A1424
gene-SYNPCC7002_RS07130	4	-0.03820276505316553	32049.SYNPCC7002_A1424
gene-SYNPCC7002_RS07130	8	0.03135666909175028	32049.SYNPCC7002_A1424
gene-SYNPCC7002_RS07130	30	-1.3285813404478715	32049.SYNPCC7002_A1424
gene-SYNPCC7002_RS07135	0.04	0.07589530476591479	32049.SYNPCC7002_A1425
gene-SYNPCC7002_RS07135	4	-0.5537689282975705	32049.SYNPCC7002_A1425
gene-SYNPCC7002_RS07135	8	-0.9591226187050543	32049.SYNPCC7002_A1425
gene-SYNPCC7002_RS07135	30	1.4369962422366989	32049.SYNPCC7002_A1425
gene-SYNPCC7002_RS07140	0.04	-1.30039840583453	32049.SYNPCC7002_A1426
gene-SYNPCC7002_RS07140	4	0.40289849519868604	32049.SYNPCC7002_A1426
gene-SYNPCC7002_RS07140	8	-0.01401580674302335	32049.SYNPCC7002_A1426
gene-SYNPCC7002_RS07140	30	0.9115157173788702	32049.SYNPCC7002_A1426
gene-SYNPCC7002_RS07145	0.04	0.7827203453162869	32049.SYNPCC7002_A1427
gene-SYNPCC7002_RS07145	4	-0.9214377083782086	32049.SYNPCC7002_A1427
gene-SYNPCC7002_RS07145	8	-0.8949964428783662	32049.SYNPCC7002_A1427
gene-SYNPCC7002_RS07145	30	1.0337138059403024	32049.SYNPCC7002_A1427
gene-SYNPCC7002_RS07150	0.04	1.470470184850023	32049.SYNPCC7002_A1428
gene-SYNPCC7002_RS07150	4	-0.6481637896672845	32049.SYNPCC7002_A1428
gene-SYNPCC7002_RS07150	8	-0.9395894106276115	32049.SYNPCC7002_A1428
gene-SYNPCC7002_RS07150	30	0.11728301544486744	32049.SYNPCC7002_A1428
gene-SYNPCC7002_RS07155	0.04	1.6271023489654284	32049.SYNPCC7002_A1429
gene-SYNPCC7002_RS07155	4	-0.6294871731834133	32049.SYNPCC7002_A1429
gene-SYNPCC7002_RS07155	8	-0.43790528946958934	32049.SYNPCC7002_A1429
gene-SYNPCC7002_RS07155	30	-0.5597098863124247	32049.SYNPCC7002_A1429
gene-SYNPCC7002_RS07160	0.04	0.5950294303803376	32049.SYNPCC7002_A1430
gene-SYNPCC7002_RS07160	4	-0.9636924338954866	32049.SYNPCC7002_A1430
gene-SYNPCC7002_RS07160	8	-0.8800073078142802	32049.SYNPCC7002_A1430
gene-SYNPCC7002_RS07160	30	1.2486703113294404	32049.SYNPCC7002_A1430
gene-SYNPCC7002_RS07165	0.04	1.624434942721153	32049.SYNPCC7002_A1431
gene-SYNPCC7002_RS07165	4	-0.3052092609383287	32049.SYNPCC7002_A1431
gene-SYNPCC7002_RS07165	8	-0.8014397075921162	32049.SYNPCC7002_A1431
gene-SYNPCC7002_RS07165	30	-0.5177859741907016	32049.SYNPCC7002_A1431
gene-SYNPCC7002_RS07170	0.04	1.5911514734536079	32049.SYNPCC7002_A1432
gene-SYNPCC7002_RS07170	4	-0.09975791184403185	32049.SYNPCC7002_A1432
gene-SYNPCC7002_RS07170	8	-0.8554918447614985	32049.SYNPCC7002_A1432
gene-SYNPCC7002_RS07170	30	-0.6359017168480721	32049.SYNPCC7002_A1432
gene-SYNPCC7002_RS07175	0.04	1.4551863745870792	32049.SYNPCC7002_A1433
gene-SYNPCC7002_RS07175	4	-0.5518468677480084	32049.SYNPCC7002_A1433
gene-SYNPCC7002_RS07175	8	-1.0410365498064433	32049.SYNPCC7002_A1433
gene-SYNPCC7002_RS07175	30	0.13769704296735966	32049.SYNPCC7002_A1433
gene-SYNPCC7002_RS07180	0.04	1.1685889588864027	32049.SYNPCC7002_A1434
gene-SYNPCC7002_RS07180	4	-0.5886279778422854	32049.SYNPCC7002_A1434
gene-SYNPCC7002_RS07180	8	-1.1655711376593973	32049.SYNPCC7002_A1434
gene-SYNPCC7002_RS07180	30	0.5856101566152779	32049.SYNPCC7002_A1434
gene-SYNPCC7002_RS07185	0.04	0.7290154767923855	32049.SYNPCC7002_A1435
gene-SYNPCC7002_RS07185	4	-0.09545099138055954	32049.SYNPCC7002_A1435
gene-SYNPCC7002_RS07185	8	0.6182860222981529	32049.SYNPCC7002_A1435
gene-SYNPCC7002_RS07185	30	-1.2518505077099735	32049.SYNPCC7002_A1435
gene-SYNPCC7002_RS07190	0.04	-1.4856758194369268	32049.SYNPCC7002_A1436
gene-SYNPCC7002_RS07190	4	0.6435325377589289	32049.SYNPCC7002_A1436
gene-SYNPCC7002_RS07190	8	0.6017850230721357	32049.SYNPCC7002_A1436
gene-SYNPCC7002_RS07190	30	0.24035825860584017	32049.SYNPCC7002_A1436
gene-SYNPCC7002_RS07195	0.04	-1.52637994523104	32049.SYNPCC7002_A1437
gene-SYNPCC7002_RS07195	4	0.7971657811544887	32049.SYNPCC7002_A1437
gene-SYNPCC7002_RS07195	8	0.7876640606250739	32049.SYNPCC7002_A1437
gene-SYNPCC7002_RS07195	30	-0.05844989654851383	32049.SYNPCC7002_A1437
gene-SYNPCC7002_RS07200	0.04	-0.5461527466487237	32049.SYNPCC7002_A1438
gene-SYNPCC7002_RS07200	4	-0.4588259712074783	32049.SYNPCC7002_A1438
gene-SYNPCC7002_RS07200	8	-0.6170530266233172	32049.SYNPCC7002_A1438
gene-SYNPCC7002_RS07200	30	1.6220317444795271	32049.SYNPCC7002_A1438
gene-SYNPCC7002_RS07205	0.04	-0.19639888823253354	32049.SYNPCC7002_A1439
gene-SYNPCC7002_RS07205	4	-0.8461818111195831	32049.SYNPCC7002_A1439
gene-SYNPCC7002_RS07205	8	-0.5426326498054095	32049.SYNPCC7002_A1439
gene-SYNPCC7002_RS07205	30	1.5852133491575322	32049.SYNPCC7002_A1439
gene-SYNPCC7002_RS07210	0.04	0.37895474549724206	32049.SYNPCC7002_A1440
gene-SYNPCC7002_RS07210	4	-0.9362381000431541	32049.SYNPCC7002_A1440
gene-SYNPCC7002_RS07210	8	-0.8257594567961051	32049.SYNPCC7002_A1440
gene-SYNPCC7002_RS07210	30	1.3830428113420377	32049.SYNPCC7002_A1440
gene-SYNPCC7002_RS07215	0.04	1.440878982552489	32049.SYNPCC7002_A1441
gene-SYNPCC7002_RS07215	4	-0.6430982798658629	32049.SYNPCC7002_A1441
gene-SYNPCC7002_RS07215	8	-0.838173821973926	32049.SYNPCC7002_A1441
gene-SYNPCC7002_RS07215	30	0.040393119287294985	32049.SYNPCC7002_A1441
gene-SYNPCC7002_RS07220	0.04	1.544806712169997	32049.SYNPCC7002_A1442
gene-SYNPCC7002_RS07220	4	-0.3096722421371833	32049.SYNPCC7002_A1442
gene-SYNPCC7002_RS07220	8	-0.9673401233040788	32049.SYNPCC7002_A1442
gene-SYNPCC7002_RS07220	30	-0.2677943467287393	32049.SYNPCC7002_A1442
gene-SYNPCC7002_RS07225	0.04	1.5080341230096639	32049.SYNPCC7002_A1443
gene-SYNPCC7002_RS07225	4	-0.37480383513428905	32049.SYNPCC7002_A1443
gene-SYNPCC7002_RS07225	8	-1.1031819754547472	32049.SYNPCC7002_A1443
gene-SYNPCC7002_RS07225	30	-0.0300483124206359	32049.SYNPCC7002_A1443
gene-SYNPCC7002_RS07230	0.04	0.7417482938725538	32049.SYNPCC7002_A1444
gene-SYNPCC7002_RS07230	4	-0.401706065064382	32049.SYNPCC7002_A1444
gene-SYNPCC7002_RS07230	8	-1.0501485292205714	32049.SYNPCC7002_A1444
gene-SYNPCC7002_RS07230	30	0.7101063004123991	32049.SYNPCC7002_A1444
gene-SYNPCC7002_RS07235	0.04	-0.654690581535933	32049.SYNPCC7002_A1445
gene-SYNPCC7002_RS07235	4	0.7990836694035434	32049.SYNPCC7002_A1445
gene-SYNPCC7002_RS07235	8	0.5133480761945132	32049.SYNPCC7002_A1445
gene-SYNPCC7002_RS07235	30	-0.6577411640621365	32049.SYNPCC7002_A1445
gene-SYNPCC7002_RS07240	0.04	-1.3889231244548503	32049.SYNPCC7002_A1446
gene-SYNPCC7002_RS07240	4	0.528385868925694	32049.SYNPCC7002_A1446
gene-SYNPCC7002_RS07240	8	0.0701916052592858	32049.SYNPCC7002_A1446
gene-SYNPCC7002_RS07240	30	0.7903456502698689	32049.SYNPCC7002_A1446
gene-SYNPCC7002_RS07260	0.04	1.3523856903200586	32049.SYNPCC7002_A1450
gene-SYNPCC7002_RS07260	4	-0.42762718206468076	32049.SYNPCC7002_A1450
gene-SYNPCC7002_RS07260	8	-0.7475692366769081	32049.SYNPCC7002_A1450
gene-SYNPCC7002_RS07260	30	-0.1771892715784612	32049.SYNPCC7002_A1450
gene-SYNPCC7002_RS07265	0.04	1.3936848241386905	32049.SYNPCC7002_A1451
gene-SYNPCC7002_RS07265	4	-0.2040156468776489	32049.SYNPCC7002_A1451
gene-SYNPCC7002_RS07265	8	-0.9477128257221347	32049.SYNPCC7002_A1451
gene-SYNPCC7002_RS07265	30	-0.2419563515389086	32049.SYNPCC7002_A1451
gene-SYNPCC7002_RS07270	0.04	1.2330663389415424	32049.SYNPCC7002_A1452
gene-SYNPCC7002_RS07270	4	-0.6509070840601219	32049.SYNPCC7002_A1452
gene-SYNPCC7002_RS07270	8	-0.7598337742292833	32049.SYNPCC7002_A1452
gene-SYNPCC7002_RS07270	30	0.17767451934785075	32049.SYNPCC7002_A1452
gene-SYNPCC7002_RS07280	0.04	0.7201127741167068	32049.SYNPCC7002_A1454
gene-SYNPCC7002_RS07280	4	-0.8844670638858078	32049.SYNPCC7002_A1454
gene-SYNPCC7002_RS07280	8	-0.81119353851464	32049.SYNPCC7002_A1454
gene-SYNPCC7002_RS07280	30	0.975547828283728	32049.SYNPCC7002_A1454
gene-SYNPCC7002_RS07285	0.04	0.5989002057369773	32049.SYNPCC7002_A1455
gene-SYNPCC7002_RS07285	4	-0.6753507202611305	32049.SYNPCC7002_A1455
gene-SYNPCC7002_RS07285	8	-0.9636924297524798	32049.SYNPCC7002_A1455
gene-SYNPCC7002_RS07285	30	1.040142944276647	32049.SYNPCC7002_A1455
gene-SYNPCC7002_RS07290	0.04	-0.40445540306295696	32049.SYNPCC7002_A1456
gene-SYNPCC7002_RS07290	4	-0.3486110699222674	32049.SYNPCC7002_A1456
gene-SYNPCC7002_RS07290	8	-0.6573847117178244	32049.SYNPCC7002_A1456
gene-SYNPCC7002_RS07290	30	1.4104511847030492	32049.SYNPCC7002_A1456
gene-SYNPCC7002_RS07295	0.04	0.9821854377946961	32049.SYNPCC7002_A1457
gene-SYNPCC7002_RS07295	4	0.08119349353254403	32049.SYNPCC7002_A1457
gene-SYNPCC7002_RS07295	8	0.3284956142163309	32049.SYNPCC7002_A1457
gene-SYNPCC7002_RS07295	30	-1.3918745455436112	32049.SYNPCC7002_A1457
gene-SYNPCC7002_RS07300	0.04	-0.06923270908060702	32049.SYNPCC7002_A1458
gene-SYNPCC7002_RS07300	4	-0.5427874699902638	32049.SYNPCC7002_A1458
gene-SYNPCC7002_RS07300	8	-0.9401167969595845	32049.SYNPCC7002_A1458
gene-SYNPCC7002_RS07300	30	1.5521369760304717	32049.SYNPCC7002_A1458
gene-SYNPCC7002_RS07305	0.04	-0.1345072922191164	32049.SYNPCC7002_A1459
gene-SYNPCC7002_RS07305	4	-0.5934258531447236	32049.SYNPCC7002_A1459
gene-SYNPCC7002_RS07305	8	-0.8484915169841311	32049.SYNPCC7002_A1459
gene-SYNPCC7002_RS07305	30	1.5764246623479505	32049.SYNPCC7002_A1459
gene-SYNPCC7002_RS07310	0.04	0.03216514329330728	32049.SYNPCC7002_A1460
gene-SYNPCC7002_RS07310	4	-0.5712067844090835	32049.SYNPCC7002_A1460
gene-SYNPCC7002_RS07310	8	-0.948988653107546	32049.SYNPCC7002_A1460
gene-SYNPCC7002_RS07310	30	1.4880302942233388	32049.SYNPCC7002_A1460
gene-SYNPCC7002_RS07315	0.04	-0.5848096593799201	32049.SYNPCC7002_A1461
gene-SYNPCC7002_RS07315	4	-0.5185623998999025	32049.SYNPCC7002_A1461
gene-SYNPCC7002_RS07315	8	-0.5445336380887188	32049.SYNPCC7002_A1461
gene-SYNPCC7002_RS07315	30	1.6479056973685389	32049.SYNPCC7002_A1461
gene-SYNPCC7002_RS07320	0.04	-0.6638060366342465	32049.SYNPCC7002_A1462
gene-SYNPCC7002_RS07320	4	-0.5977427701198483	32049.SYNPCC7002_A1462
gene-SYNPCC7002_RS07320	8	-0.3223529573448127	32049.SYNPCC7002_A1462
gene-SYNPCC7002_RS07320	30	1.5839017640989086	32049.SYNPCC7002_A1462
gene-SYNPCC7002_RS07325	0.04	1.4642846320480318	32049.SYNPCC7002_A1463
gene-SYNPCC7002_RS07325	4	-0.2729138438779195	32049.SYNPCC7002_A1463
gene-SYNPCC7002_RS07325	8	-0.41195909424512844	32049.SYNPCC7002_A1463
gene-SYNPCC7002_RS07325	30	-0.779411693924992	32049.SYNPCC7002_A1463
gene-SYNPCC7002_RS07330	0.04	1.5633403444312424	32049.SYNPCC7002_A1464
gene-SYNPCC7002_RS07330	4	-0.2796100170048002	32049.SYNPCC7002_A1464
gene-SYNPCC7002_RS07330	8	-0.5620736781179239	32049.SYNPCC7002_A1464
gene-SYNPCC7002_RS07330	30	-0.7216566493085036	32049.SYNPCC7002_A1464
gene-SYNPCC7002_RS07335	0.04	-0.270363458955577	32049.SYNPCC7002_A1465
gene-SYNPCC7002_RS07335	4	-0.5813521568629187	32049.SYNPCC7002_A1465
gene-SYNPCC7002_RS07335	8	-0.5155789369460341	32049.SYNPCC7002_A1465
gene-SYNPCC7002_RS07335	30	1.36729455276454	32049.SYNPCC7002_A1465
gene-SYNPCC7002_RS07340	0.04	0.8553988233865667	32049.SYNPCC7002_A1466
gene-SYNPCC7002_RS07340	4	0.4371366610080346	32049.SYNPCC7002_A1466
gene-SYNPCC7002_RS07340	8	0.193413472696487	32049.SYNPCC7002_A1466
gene-SYNPCC7002_RS07340	30	-1.485948957091082	32049.SYNPCC7002_A1466
gene-SYNPCC7002_RS07345	0.04	1.0942113260256967	32049.SYNPCC7002_A1467
gene-SYNPCC7002_RS07345	4	-0.1463149644982069	32049.SYNPCC7002_A1467
gene-SYNPCC7002_RS07345	8	0.36411351574107254	32049.SYNPCC7002_A1467
gene-SYNPCC7002_RS07345	30	-1.3120098772685542	32049.SYNPCC7002_A1467
gene-SYNPCC7002_RS07350	0.04	-1.526591251110619	32049.SYNPCC7002_A1468
gene-SYNPCC7002_RS07350	4	0.734129718592357	32049.SYNPCC7002_A1468
gene-SYNPCC7002_RS07350	8	0.8134949106181104	32049.SYNPCC7002_A1468
gene-SYNPCC7002_RS07350	30	-0.021033378099855397	32049.SYNPCC7002_A1468
gene-SYNPCC7002_RS07355	0.04	-1.4031551821834025	32049.SYNPCC7002_A1469
gene-SYNPCC7002_RS07355	4	-0.24223996514968782	32049.SYNPCC7002_A1469
gene-SYNPCC7002_RS07355	8	0.5938030630510494	32049.SYNPCC7002_A1469
gene-SYNPCC7002_RS07355	30	1.0515920842820372	32049.SYNPCC7002_A1469
gene-SYNPCC7002_RS07360	0.04	-0.10973553532924245	32049.SYNPCC7002_A1470
gene-SYNPCC7002_RS07360	4	-0.7097663378982952	32049.SYNPCC7002_A1470
gene-SYNPCC7002_RS07360	8	-0.3722769815832743	32049.SYNPCC7002_A1470
gene-SYNPCC7002_RS07360	30	1.191778854810818	32049.SYNPCC7002_A1470
gene-SYNPCC7002_RS07365	0.04	0.7507983425876719	32049.SYNPCC7002_A1471
gene-SYNPCC7002_RS07365	4	-0.2463544123856411	32049.SYNPCC7002_A1471
gene-SYNPCC7002_RS07365	8	-0.8669819283725007	32049.SYNPCC7002_A1471
gene-SYNPCC7002_RS07365	30	0.3625379981704462	32049.SYNPCC7002_A1471
gene-SYNPCC7002_RS07370	0.04	-1.3075970773584618	32049.SYNPCC7002_A1472
gene-SYNPCC7002_RS07370	4	1.0659619006006495	32049.SYNPCC7002_A1472
gene-SYNPCC7002_RS07370	8	0.7491849299812527	32049.SYNPCC7002_A1472
gene-SYNPCC7002_RS07370	30	-0.5075497532234499	32049.SYNPCC7002_A1472
gene-SYNPCC7002_RS07375	0.04	1.565828407652871	32049.SYNPCC7002_A1473
gene-SYNPCC7002_RS07375	4	-0.8279052769081894	32049.SYNPCC7002_A1473
gene-SYNPCC7002_RS07375	8	-0.5769122253793297	32049.SYNPCC7002_A1473
gene-SYNPCC7002_RS07375	30	-0.1610109053653419	32049.SYNPCC7002_A1473
gene-SYNPCC7002_RS07380	0.04	-0.2587553606887337	32049.SYNPCC7002_A1474
gene-SYNPCC7002_RS07380	4	-1.1583922837465321	32049.SYNPCC7002_A1474
gene-SYNPCC7002_RS07380	8	0.16871030123262193	32049.SYNPCC7002_A1474
gene-SYNPCC7002_RS07380	30	1.248437343202605	32049.SYNPCC7002_A1474
gene-SYNPCC7002_RS07385	0.04	1.002652962955347	32049.SYNPCC7002_A1475
gene-SYNPCC7002_RS07385	4	-1.1131610866398722	32049.SYNPCC7002_A1475
gene-SYNPCC7002_RS07385	8	-0.7490581829204586	32049.SYNPCC7002_A1475
gene-SYNPCC7002_RS07385	30	0.8595663066049646	32049.SYNPCC7002_A1475
gene-SYNPCC7002_RS07390	0.04	-0.8601316354484496	32049.SYNPCC7002_A1476
gene-SYNPCC7002_RS07390	4	-0.4300406616807838	32049.SYNPCC7002_A1476
gene-SYNPCC7002_RS07390	8	-0.33072341350793105	32049.SYNPCC7002_A1476
gene-SYNPCC7002_RS07390	30	1.620895710637164	32049.SYNPCC7002_A1476
gene-SYNPCC7002_RS07395	0.04	-0.8219682168877906	32049.SYNPCC7002_A1477
gene-SYNPCC7002_RS07395	4	-0.4565809835317593	32049.SYNPCC7002_A1477
gene-SYNPCC7002_RS07395	8	-0.35859141663837824	32049.SYNPCC7002_A1477
gene-SYNPCC7002_RS07395	30	1.637140617057923	32049.SYNPCC7002_A1477
gene-SYNPCC7002_RS07405	0.04	1.6109178107856876	32049.SYNPCC7002_A1478
gene-SYNPCC7002_RS07405	4	-0.7976531885861994	32049.SYNPCC7002_A1478
gene-SYNPCC7002_RS07405	8	-0.613733332470448	32049.SYNPCC7002_A1478
gene-SYNPCC7002_RS07405	30	-0.19953128972903567	32049.SYNPCC7002_A1478
gene-SYNPCC7002_RS07410	0.04	1.3854494244642503	32049.SYNPCC7002_A1479
gene-SYNPCC7002_RS07410	4	-0.579750337050382	32049.SYNPCC7002_A1479
gene-SYNPCC7002_RS07410	8	-1.1497823579761584	32049.SYNPCC7002_A1479
gene-SYNPCC7002_RS07410	30	0.344083270562282	32049.SYNPCC7002_A1479
gene-SYNPCC7002_RS07420	0.04	1.0942625004280984	32049.SYNPCC7002_A1481
gene-SYNPCC7002_RS07420	4	-1.2121360583909575	32049.SYNPCC7002_A1481
gene-SYNPCC7002_RS07420	8	-0.5521905598438459	32049.SYNPCC7002_A1481
gene-SYNPCC7002_RS07420	30	0.6700641178067044	32049.SYNPCC7002_A1481
gene-SYNPCC7002_RS07425	0.04	1.1349460819014268	32049.SYNPCC7002_A1482
gene-SYNPCC7002_RS07425	4	-0.5567061984088226	32049.SYNPCC7002_A1482
gene-SYNPCC7002_RS07425	8	-1.1897484838685342	32049.SYNPCC7002_A1482
gene-SYNPCC7002_RS07425	30	0.611508600375926	32049.SYNPCC7002_A1482
gene-SYNPCC7002_RS07430	0.04	1.2637467252460017	32049.SYNPCC7002_A1483
gene-SYNPCC7002_RS07430	4	-0.8743021140983676	32049.SYNPCC7002_A1483
gene-SYNPCC7002_RS07430	8	-0.9611699894789486	32049.SYNPCC7002_A1483
gene-SYNPCC7002_RS07430	30	0.5717253783312987	32049.SYNPCC7002_A1483
gene-SYNPCC7002_RS07435	0.04	0.905015088231017	32049.SYNPCC7002_A1484
gene-SYNPCC7002_RS07435	4	0.039716419714805856	32049.SYNPCC7002_A1484
gene-SYNPCC7002_RS07435	8	-1.4502590705281677	32049.SYNPCC7002_A1484
gene-SYNPCC7002_RS07435	30	0.5055275625823588	32049.SYNPCC7002_A1484
gene-SYNPCC7002_RS07440	0.04	1.34511810253281	32049.SYNPCC7002_A1485
gene-SYNPCC7002_RS07440	4	-0.6084181582552083	32049.SYNPCC7002_A1485
gene-SYNPCC7002_RS07440	8	0.17266270454844407	32049.SYNPCC7002_A1485
gene-SYNPCC7002_RS07440	30	-0.9093626488260526	32049.SYNPCC7002_A1485
gene-SYNPCC7002_RS07445	0.04	1.6184815735738414	32049.SYNPCC7002_A1486
gene-SYNPCC7002_RS07445	4	-0.3992046331549368	32049.SYNPCC7002_A1486
gene-SYNPCC7002_RS07445	8	-0.6262374031354162	32049.SYNPCC7002_A1486
gene-SYNPCC7002_RS07445	30	-0.5930395372834936	32049.SYNPCC7002_A1486
gene-SYNPCC7002_RS07455	0.04	1.4603433998935043	32049.SYNPCC7002_A1488
gene-SYNPCC7002_RS07455	4	-0.7941667834612984	32049.SYNPCC7002_A1488
gene-SYNPCC7002_RS07455	8	-0.9037513656801722	32049.SYNPCC7002_A1488
gene-SYNPCC7002_RS07455	30	0.23757474924797037	32049.SYNPCC7002_A1488
gene-SYNPCC7002_RS07460	0.04	1.56371326229059	32049.SYNPCC7002_A1489
gene-SYNPCC7002_RS07460	4	-0.15909730976366773	32049.SYNPCC7002_A1489
gene-SYNPCC7002_RS07460	8	-0.39705697319384015	32049.SYNPCC7002_A1489
gene-SYNPCC7002_RS07460	30	-1.007558979333075	32049.SYNPCC7002_A1489
gene-SYNPCC7002_RS07465	0.04	0.35314944562711015	32049.SYNPCC7002_A1490
gene-SYNPCC7002_RS07465	4	0.9972196154005148	32049.SYNPCC7002_A1490
gene-SYNPCC7002_RS07465	8	0.2306169640385069	32049.SYNPCC7002_A1490
gene-SYNPCC7002_RS07465	30	-1.5809860250661534	32049.SYNPCC7002_A1490
gene-SYNPCC7002_RS07470	0.04	1.0573083981376408	32049.SYNPCC7002_A1491
gene-SYNPCC7002_RS07470	4	0.0969584563399783	32049.SYNPCC7002_A1491
gene-SYNPCC7002_RS07470	8	-0.3442932050366032	32049.SYNPCC7002_A1491
gene-SYNPCC7002_RS07470	30	-0.8099736494410378	32049.SYNPCC7002_A1491
gene-SYNPCC7002_RS07475	0.04	-1.2242873141394943	32049.SYNPCC7002_A1492
gene-SYNPCC7002_RS07475	4	0.9221122790136431	32049.SYNPCC7002_A1492
gene-SYNPCC7002_RS07475	8	0.9228739077414934	32049.SYNPCC7002_A1492
gene-SYNPCC7002_RS07475	30	-0.6206988726156368	32049.SYNPCC7002_A1492
gene-SYNPCC7002_RS07480	0.04	1.0220550405358815	32049.SYNPCC7002_A1493
gene-SYNPCC7002_RS07480	4	0.5612883324128697	32049.SYNPCC7002_A1493
gene-SYNPCC7002_RS07480	8	-0.17666315500019664	32049.SYNPCC7002_A1493
gene-SYNPCC7002_RS07480	30	-1.4066802179485225	32049.SYNPCC7002_A1493
gene-SYNPCC7002_RS07490	0.04	-1.5400836937653457	32049.SYNPCC7002_A1494
gene-SYNPCC7002_RS07490	4	0.7232410058413723	32049.SYNPCC7002_A1494
gene-SYNPCC7002_RS07490	8	0.8794634713257101	32049.SYNPCC7002_A1494
