Geneid	CO2	avg.z	locus
gene-SYNPCC7002_RS04605	0.04	1.225631150157332	32049.SYNPCC7002_A0922
gene-SYNPCC7002_RS04605	4	0.36678312198755025	32049.SYNPCC7002_A0922
gene-SYNPCC7002_RS04605	8	-0.2360152063688724	32049.SYNPCC7002_A0922
gene-SYNPCC7002_RS04605	30	-1.3563990657760214	32049.SYNPCC7002_A0922
gene-SYNPCC7002_RS04610	0.04	1.5730068585715062	32049.SYNPCC7002_A0923
gene-SYNPCC7002_RS04610	4	-0.24840270842263792	32049.SYNPCC7002_A0923
gene-SYNPCC7002_RS04610	8	-0.32247602434850803	32049.SYNPCC7002_A0923
gene-SYNPCC7002_RS04610	30	-1.0021281258003634	32049.SYNPCC7002_A0923
gene-SYNPCC7002_RS04615	0.04	1.6178927524819027	32049.SYNPCC7002_A0924
gene-SYNPCC7002_RS04615	4	-0.4354638876586428	32049.SYNPCC7002_A0924
gene-SYNPCC7002_RS04615	8	-0.2692021449228491	32049.SYNPCC7002_A0924
gene-SYNPCC7002_RS04615	30	-0.9132267199003988	32049.SYNPCC7002_A0924
gene-SYNPCC7002_RS04620	0.04	1.6198061997108963	32049.SYNPCC7002_A0925
gene-SYNPCC7002_RS04620	4	-0.3944883417714984	32049.SYNPCC7002_A0925
gene-SYNPCC7002_RS04620	8	-0.3115088662690482	32049.SYNPCC7002_A0925
gene-SYNPCC7002_RS04620	30	-0.9138089916703481	32049.SYNPCC7002_A0925
gene-SYNPCC7002_RS04625	0.04	1.602237013155096	32049.SYNPCC7002_A0926
gene-SYNPCC7002_RS04625	4	-0.32242721144651254	32049.SYNPCC7002_A0926
gene-SYNPCC7002_RS04625	8	-0.31743572328590786	32049.SYNPCC7002_A0926
gene-SYNPCC7002_RS04625	30	-0.9623740784226781	32049.SYNPCC7002_A0926
gene-SYNPCC7002_RS04635	0.04	1.5293207142475236	32049.SYNPCC7002_A0928
gene-SYNPCC7002_RS04635	4	-0.03568779889911356	32049.SYNPCC7002_A0928
gene-SYNPCC7002_RS04635	8	-0.5234398430740583	32049.SYNPCC7002_A0928
gene-SYNPCC7002_RS04635	30	-0.9701930722743518	32049.SYNPCC7002_A0928
gene-SYNPCC7002_RS04640	0.04	-0.6211119682881536	32049.SYNPCC7002_A0929
gene-SYNPCC7002_RS04640	4	0.6446118848703851	32049.SYNPCC7002_A0929
gene-SYNPCC7002_RS04640	8	1.1294097584857683	32049.SYNPCC7002_A0929
gene-SYNPCC7002_RS04640	30	-1.1529096750680392	32049.SYNPCC7002_A0929
gene-SYNPCC7002_RS04645	0.04	0.8345704467000697	32049.SYNPCC7002_A0930
gene-SYNPCC7002_RS04645	4	-1.127984946370204	32049.SYNPCC7002_A0930
gene-SYNPCC7002_RS04645	8	-0.7364612132996683	32049.SYNPCC7002_A0930
gene-SYNPCC7002_RS04645	30	1.02987571296981	32049.SYNPCC7002_A0930
gene-SYNPCC7002_RS04650	0.04	-0.633282746787506	32049.SYNPCC7002_A0931
gene-SYNPCC7002_RS04650	4	-0.4021449370997564	32049.SYNPCC7002_A0931
gene-SYNPCC7002_RS04650	8	-0.5192649644996015	32049.SYNPCC7002_A0931
gene-SYNPCC7002_RS04650	30	1.5546926483868482	32049.SYNPCC7002_A0931
gene-SYNPCC7002_RS04655	0.04	1.0954930081641514	32049.SYNPCC7002_A0932
