K02110_downstream.fna.motif.h1_5;High-covariation	4.477159175274068	0	0	10.599454395416943	8.730325076051244	5.470426643265675	21.615025332868584	44.15384751456085	19.36111600781655	46.518790121174334	37.173032967927355	9.766100106023055	7.204939855829066	23.863064210286794	45.131659894444304	37.24822889814756
gene-SYNPCC7002_RS15700	279.82244845462924	247.75342569089716	199.9103077759734	239.81265569630835	410.3252785744085	451.3101980694182	391.0354582946225	381.6153963758474	446.18571890740867	370.82121268021825	332.60082129198156	323.9089868497647	412.482806746214	282.3795931550604	364.8142508134248	406.2384964204218
gene-SYNPCC7002_RS15705	62.68022845383695	53.18267253050672	42.83792309485144	54.322203776511834	45.834206649269035	58.351217528167204	50.10755872619535	45.20512959824087	76.56441330363818	53.82888571164459	63.58545112934942	56.96891728513449	66.64569366641886	70.2634668414	75.21943315740718	58.20035765335556
gene-SYNPCC7002_RS15710	60.44164886619992	58.371225948117136	58.41534967479742	71.54631716906437	82.21056113281588	104.84984399592544	93.33760939193252	67.2820533555213	106.48613804299103	114.96786701375943	104.67143493600597	80.57032587469021	88.26051323390605	75.56636999924152	78.04016190080995	94.28457939843601
gene-SYNPCC7002_RS15715	141.03051402113314	127.11955873145509	73.9927762547434	135.14304354156604	119.31444270603367	125.81981279511054	127.72514969422345	110.38461878640214	154.8889280625324	130.91716648387634	149.67036958139172	126.95930137829971	151.30373697241038	137.87548210387925	110.008420992708	142.00887267418756
gene-SYNPCC7002_RS15720	214.90364041315524	154.35946417390974	177.84228678771657	158.99181593125417	172.42392025201207	146.78978159429562	140.4976646636458	175.5641079745634	296.5770952106444	313.66955624563263	298.3625014531011	221.3649357365226	295.40253408899173	206.8132231558189	309.339918859837	307.29788840971736
gene-SYNPCC7002_RS15725	552.9291581463474	527.9353102418594	485.4964617416497	396.15460802870825	992.3469503111581	970.0889914057798	1147.561344945023	1013.4359286675397	1282.2339101540324	1339.0766013452326	1242.3618912965194	1042.531186317961	1422.9756215262405	1293.9083705133285	1329.5034810571717	1435.2208197317482
gene-SYNPCC7002_RS15730	2735.5442560924553	2765.4989715863494	3049.2812530244255	3105.6401378571645	1710.416187816373	1740.5074103323623	1849.0671671117577	1876.5385193688362	1643.9347592091508	1538.442844721694	1678.6559098148248	1547.1130251291524	1656.2355493587065	1491.4415131429246	1485.5838048587916	1734.3706580699957
gene-SYNPCC7002_RS15735	838.3480555700692	679.7004977069639	723.0522170858259	711.4883762923623	1714.0538232647277	1542.6603134009204	1464.9092168775935	1576.9231255200305	828.1277346979715	827.3699100123149	706.2876263906197	685.2546907726177	707.8853408352057	654.9085399934264	817.0710926723355	760.0966709528236
gene-SYNPCC7002_RS15740	758.8784802089546	644.6777621380936	688.0030072809474	732.6872850831962	1243.3437962476314	1080.4092620449708	1033.5912113717159	1272.0513212528247	403.94328398126345	426.64376082562745	441.18520706671677	411.80388780397215	390.8679871787268	444.11813946922643	397.72275281979046	499.3590686657907
gene-SYNPCC7002_RS15745	83.94673453638877	95.98823822579261	62.30970631978391	62.271794573074544	504.17627314195937	371.0772739681883	286.89033623625573	436.2820647272084	52.8030436576815	46.518790121174334	44.998934645385745	77.31495917268252	47.73272654486756	49.051854210033966	61.11578944039333	57.03635050028845
gene-SYNPCC7002_RS15750	838.3480555700692	994.9051178267964	951.5211402583668	842.656624435647	989.4368419524744	1063.9979821151737	963.83362961564	1031.3077240901	286.01648647910815	277.7836324378696	273.90655871104366	376.80869575738956	176.5210264678121	289.00822210236225	226.5985423866891	313.1179241750529
gene-SYNPCC7002_RS15755	108.57111000039615	101.17679164340304	120.72505599458134	124.54358914614909	176.06155570036677	158.6423726547046	136.56766005766968	194.48718548080376	50.162891474797426	73.10095590470253	45.97717235506804	53.7135505831268	40.52778668903849	63.63483789409812	52.653603210185025	54.70833619415423
gene-SYNPCC7002_RS15760	129.83761608294796	107.66248341541605	111.63822382294617	107.31947575359655	109.12906345064056	133.11371498613144	155.2351819360562	144.02564546416278	64.24370311684582	69.11363103717329	64.56368883903171	40.692083775096066	64.8444587024616	60.98338631517736	51.71336029571743	58.20035765335556
gene-SYNPCC7002_RS15765	97.37821206221098	108.95962176981865	88.2720839530272	72.87124896849149	24.73592104881186	40.11646205061495	24.56252878735066	31.53846251040061	35.202029105121	20.60117848223435	25.434180451739767	32.55366702007685	18.012349639572665	13.257257894603773	16.924372460416613	23.280143061342223
gene-SYNPCC7002_RS15770	80.58886515493322	42.8055656952859	85.67584618970288	51.6723401776576	24.73592104881186	36.469510955104504	43.23005066573717	27.33333417568053	20.241166735444576	30.56949065105742	35.216557548562754	16.276833510038426	33.32284683320943	31.81741894704906	19.745101203819384	2.3280143061342224
gene-SYNPCC7002_RS15775	38.055852989829575	49.29125746729891	53.22287414814876	27.823567787969477	13.823014703747804	12.764328834286575	10.807512666434292	34.69230876144067	15.84091309730445	23.259395060587167	5.869426258093792	13.021466808030741	23.416054531444463	14.582983684064152	16.924372460416613	20.952128755208
gene-SYNPCC7002_RS15780	693.9596721674806	569.4437375827426	777.5732101156368	789.6593524585624	206.61769346654611	115.79069728245679	145.4101704211159	186.0769288113636	111.76644240875918	100.34767583281892	89.99786929077149	94.40563435822287	104.47162790952146	102.08088578844907	85.56210521655066	74.49645779629512
gene-SYNPCC7002_RS16325	1146.1527488701613	1119.4303998494463	1461.6818607515977	1468.0244337652466	297.5585796754132	330.04907414369575	323.2428788415347	293.30770134672565	183.0505513466292	160.82210299034557	149.67036958139172	189.62511039194766	186.42781876957707	141.85265947226037	138.2157084267357	152.48493705179158
gene-SYNPCC7002_RS15790	205.9493220626071	208.83927505881908	342.7033847588115	364.35624484245744	87.30325076051244	88.43856406612842	79.58259327101615	101.97436211696197	57.20329729582163	50.506114988703565	45.97717235506804	53.7135505831268	56.73890136465389	42.423225262732075	52.653603210185025	54.70833619415423
