Geneid	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS03065	2444	2203	2113	2276	3856	2932	2633	2669	3725	4778	3140	3578	3554	2674	3543	2705
gene-SYNPCC7002_RS03070	319	273	250	253	849	770	678	591	755	1046	744	883	903	571	712	633
gene-SYNPCC7002_RS03075	594	470	387	476	1523	1301	1260	934	1633	2012	1447	1352	1483	1078	1497	1155
gene-SYNPCC7002_RS03080	12592	11944	10084	11814	32915	24516	24381	23333	20726	27019	16244	19495	18497	13936	18959	13686
gene-SYNPCC7002_RS03085	8502	8401	7574	8545	24786	17890	16966	17448	10642	14813	9867	11297	10768	7425	10565	8465
gene-SYNPCC7002_RS03090	391	294	363	380	1163	821	771	699	1219	1562	1015	1093	998	710	1153	835
gene-SYNPCC7002_RS03095	1410	1115	1056	894	3806	3027	2900	2826	4344	5704	3833	4079	4040	2757	3933	2999
gene-SYNPCC7002_RS03100	3438	3195	3730	3770	4279	3316	3284	2822	2663	3653	2553	3265	2541	1701	2567	1948
gene-SYNPCC7002_RS03105	1264	1264	1574	1391	2067	1662	1478	1561	1416	1969	1183	1460	1266	952	1372	856
gene-SYNPCC7002_RS03110	1007	794	1029	893	1331	1056	946	949	857	1138	914	894	799	641	832	618
gene-SYNPCC7002_RS03115	308	228	206	297	206	161	271	376	246	276	269	147	159	125	322	356
gene-SYNPCC7002_RS03120	3655	3003	3679	3201	2811	2374	2247	1969	2549	3640	2745	2917	3099	1754	2747	2206
gene-SYNPCC7002_RS03125	923	815	819	685	762	551	557	431	703	936	739	751	722	431	732	576
gene-SYNPCC7002_RS03130	8411	7416	7629	7242	8074	6402	6228	5666	8853	11661	7639	8333	8920	5912	8595	6633
gene-SYNPCC7002_RS03135	613	589	426	458	237	278	211	188	290	393	356	411	389	198	311	333
gene-SYNPCC7002_RS03140	1037	973	721	783	470	477	490	375	663	789	779	749	747	408	666	656
gene-SYNPCC7002_RS03145	398	326	353	304	376	295	287	248	199	245	177	257	200	122	194	122
gene-SYNPCC7002_RS03150	206	148	201	169	246	165	155	156	124	171	126	179	134	126	120	101
gene-SYNPCC7002_RS03155	782	774	843	780	832	592	584	437	541	641	563	495	467	343	432	350
gene-SYNPCC7002_RS03160	523	626	540	635	560	413	382	320	371	442	267	460	428	197	354	350
gene-SYNPCC7002_RS03165	210	148	119	138	235	231	228	201	220	312	159	271	241	183	244	163
gene-SYNPCC7002_RS03170	313	221	266	228	472	389	274	283	290	446	310	303	328	251	267	254
gene-SYNPCC7002_RS03175	314	296	280	228	523	467	303	369	496	614	446	529	569	286	407	374
gene-SYNPCC7002_RS03180	137	125	140	88	197	148	144	129	156	292	205	230	222	135	202	150
gene-SYNPCC7002_RS03185	466	471	423	442	610	449	419	399	632	848	737	748	696	458	630	531
gene-SYNPCC7002_RS03190	9296	7096	7849	7584	530	534	443	340	666	801	607	474	759	410	589	525
gene-SYNPCC7002_RS03195	554	428	431	531	1235	894	844	746	1068	1382	851	1261	996	712	987	838
gene-SYNPCC7002_RS03200	828	702	747	726	1591	1299	1174	1035	1420	1750	1321	1711	1439	900	1223	1100
gene-SYNPCC7002_RS03205	278	233	323	210	593	516	457	559	518	724	443	665	547	372	499	402
gene-SYNPCC7002_RS03210	1281	861	383	298	10251	8070	6751	6924	30377	41083	35620	56192	20987	20728	24759	17881
gene-SYNPCC7002_RS03215	3576	3197	3318	3481	2680	2096	1964	1697	2302	2999	2176	2271	2798	1689	2330	2150
gene-SYNPCC7002_RS03220	1345	1123	1394	1293	684	705	569	519	939	1187	799	1041	748	525	711	562
gene-SYNPCC7002_RS16625	57	29	19	20	80	60	80	45	287	382	264	411	176	146	161	161
gene-SYNPCC7002_RS03225	585	624	643	585	960	743	656	639	827	1023	557	782	743	548	818	461
gene-SYNPCC7002_RS03230	270	249	295	227	316	264	239	209	289	395	205	230	253	226	269	224
gene-SYNPCC7002_RS03235	617	574	498	442	653	591	542	482	472	668	438	611	506	306	422	392
gene-SYNPCC7002_RS03240	357	279	334	386	489	386	373	318	311	471	348	324	392	222	246	217
gene-SYNPCC7002_RS03245	79	122	100	107	149	81	111	95	115	149	111	138	96	45	111	95
gene-SYNPCC7002_RS17045	111	78	109	93	127	85	113	93	107	159	121	169	131	77	119	88
gene-SYNPCC7002_RS03255	4923	4194	3311	3308	9768	8686	8057	7263	11519	14573	9830	11546	11645	7599	10332	8231
gene-SYNPCC7002_RS03260	2527	2874	4253	3446	2893	2070	2020	1957	1308	1749	1303	1421	1196	858	1102	995
gene-SYNPCC7002_RS03270	3253	4145	5074	4320	21984	14432	12710	15412	1263	2586	1755	2799	2352	1788	2528	1712
gene-SYNPCC7002_RS03275	3218	2471	1918	1814	7630	6532	5627	5294	9476	12859	8422	9889	9707	6709	8845	7189
gene-SYNPCC7002_RS03280	2959	2381	1673	1594	7253	6513	5648	5596	7746	11554	6878	8503	8158	5367	7416	5969
gene-SYNPCC7002_RS03285	2007	1788	1277	1298	5236	3864	3917	3734	5411	7715	4369	5089	5273	3858	5054	4009
gene-SYNPCC7002_RS03290	141	116	79	99	448	348	303	302	399	537	405	457	533	288	366	356
gene-SYNPCC7002_RS03295	124	110	104	108	253	197	199	171	297	459	318	476	212	204	296	237
gene-SYNPCC7002_RS03305	566	556	551	578	581	584	384	446	386	489	446	487	433	260	354	286
gene-SYNPCC7002_RS03310	189	157	161	150	359	256	244	200	323	453	380	627	232	255	302	177
gene-SYNPCC7002_RS03315	54	33	30	27	81	35	28	39	109	90	78	289	68	39	51	57
gene-SYNPCC7002_RS03320	38	43	30	35	52	57	53	34	57	80	50	158	60	20	50	31
gene-SYNPCC7002_RS03325	49	41	55	65	77	75	83	54	76	109	54	173	59	46	49	59
gene-SYNPCC7002_RS03330	34	19	30	32	41	44	28	24	32	45	28	68	49	31	31	29
gene-SYNPCC7002_RS03335	64	28	75	39	70	63	47	63	46	97	45	65	45	43	75	32
gene-SYNPCC7002_RS03340	121	88	103	120	138	105	112	107	143	161	116	134	135	95	134	132
gene-SYNPCC7002_RS03345	79	62	86	56	83	82	74	67	69	103	95	86	100	59	71	64
gene-SYNPCC7002_RS03350	1760	1559	2369	1782	2090	1490	1389	1421	1046	1347	772	1009	903	702	897	774
gene-SYNPCC7002_RS03355	196	192	175	191	420	276	311	218	192	308	189	247	206	138	157	166
gene-SYNPCC7002_RS03360	1130	1057	960	1182	6480	4773	4180	4554	2335	3449	2063	2618	2208	1655	2387	1829
gene-SYNPCC7002_RS03365	1774	1673	1691	1829	7577	5358	5047	5435	3038	4368	2625	3414	3227	2116	2940	2253
gene-SYNPCC7002_RS03370	192	108	90	61	503	365	358	269	440	566	350	478	478	232	425	263
gene-SYNPCC7002_RS03375	1078	772	834	726	2005	1542	1416	1369	2502	3186	2133	2657	2398	1774	2016	1572
gene-SYNPCC7002_RS03380	1922	1657	1715	1742	2604	1913	1949	1879	2362	3153	1871	2419	2222	1693	2235	1621
gene-SYNPCC7002_RS03385	2621	2148	1825	1933	7133	5324	4913	4540	7133	9375	7215	7314	7775	5014	7370	6496
gene-SYNPCC7002_RS03390	180	173	148	175	504	397	373	334	568	854	486	559	502	327	518	388
gene-SYNPCC7002_RS03395	829	903	1108	981	1864	1341	1283	1529	663	759	429	584	483	407	580	349
gene-SYNPCC7002_RS03400	435	353	503	383	916	674	675	632	568	820	557	578	576	464	607	400
gene-SYNPCC7002_RS03405	358	355	352	326	849	653	570	678	580	707	391	609	504	376	504	335
gene-SYNPCC7002_RS03410	2318	1971	2096	1938	4852	4198	3526	3718	4427	6273	4298	4679	4775	3067	4095	3517
gene-SYNPCC7002_RS03415	52240	45717	41857	44596	42473	36503	35236	30379	74738	87366	60486	62343	75864	47547	67870	55775
gene-SYNPCC7002_RS03420	501	355	299	316	452	404	376	301	701	994	641	717	684	409	583	565
gene-SYNPCC7002_RS03425	513	341	328	281	1145	990	866	766	1019	1226	1098	1138	1132	613	819	671
gene-SYNPCC7002_RS03430	315	300	266	275	812	602	507	589	781	1197	707	757	849	571	846	627
gene-SYNPCC7002_RS03435	656	603	508	481	1588	1388	1299	1221	1505	2171	1345	1595	1549	879	1393	1037
gene-SYNPCC7002_RS03440	1265	832	815	787	2260	1840	1661	1655	2156	2745	1946	2166	2138	1311	1890	1780
gene-SYNPCC7002_RS03445	667	537	733	684	901	631	659	670	655	763	553	621	532	430	561	423
gene-SYNPCC7002_RS03450	2143	2027	2155	2084	2898	2080	1873	1976	2414	3143	1989	2323	2181	1504	2185	1575
gene-SYNPCC7002_RS03455	1242	947	1072	935	1621	1469	1213	1090	1198	1542	964	1324	1162	729	1019	863
gene-SYNPCC7002_RS03460	575	558	431	408	1698	1330	1251	1170	887	1168	926	1031	859	569	764	670
gene-SYNPCC7002_RS03465	399	347	293	290	1260	964	872	803	662	920	693	804	692	458	554	547
gene-SYNPCC7002_RS03470	3790	3292	2860	2518	8496	7766	6875	6059	4443	5883	4542	5950	5263	3253	3946	3671
gene-SYNPCC7002_RS03475	4217	3485	3702	3239	5627	4684	4348	3834	4955	6589	4427	5545	5019	3239	4397	3915
gene-SYNPCC7002_RS03480	5801	5197	4612	4481	10963	8713	8244	7548	10236	12903	9148	10495	10496	7250	10032	8561
gene-SYNPCC7002_RS03485	3452	2917	3496	3323	3918	3228	3037	2774	3443	3990	2783	3536	3174	2232	2932	2516
gene-SYNPCC7002_RS03490	2131	1891	2298	1869	2644	2093	1816	1733	2171	2908	1844	2563	2104	1405	1938	1598
gene-SYNPCC7002_RS03495	4297	3339	3571	3236	4169	3739	3321	3024	3123	3821	3024	4279	3310	1976	2662	2335
gene-SYNPCC7002_RS03500	1428	1250	1392	1270	1817	1511	1344	1410	1208	1519	1008	1353	989	728	1071	852
gene-SYNPCC7002_RS03505	155	116	77	95	271	271	291	153	336	400	291	293	304	175	315	256
gene-SYNPCC7002_RS03510	373	331	366	340	700	639	548	517	813	981	676	734	788	449	793	559
gene-SYNPCC7002_RS03515	527	519	545	413	802	721	580	558	669	849	688	898	799	534	747	613
gene-SYNPCC7002_RS03520	173	148	177	145	580	481	475	381	456	636	478	491	458	269	451	365
gene-SYNPCC7002_RS03525	773	581	480	475	2471	2200	1760	1614	1797	2490	1956	2090	2195	1164	1730	1669
gene-SYNPCC7002_RS03530	1404	1065	967	864	2407	2036	1756	1639	2266	3052	1967	2577	2401	1387	2058	1642
gene-SYNPCC7002_RS03535	43905	37652	38413	38510	37608	31060	28666	26354	43196	54011	40352	42039	47368	30563	42840	37410
gene-SYNPCC7002_RS03540	6658	6386	4730	5780	22492	17868	16913	15356	14194	19621	13471	16768	14709	10457	14481	11142
gene-SYNPCC7002_RS03545	928	1035	1039	1094	524	421	467	345	318	474	419	435	431	282	354	344
gene-SYNPCC7002_RS03550	4461	3939	3717	3700	6517	5170	4676	4712	5869	7651	4958	5633	5797	3877	5388	4391
gene-SYNPCC7002_RS16940	1147	1042	934	961	1518	1255	1133	1138	1512	1922	1352	1483	1549	992	1439	1101
gene-SYNPCC7002_RS03555	2263	1964	1883	1939	5248	4335	3726	3796	3145	3990	2703	3570	3431	2220	2873	2757
gene-SYNPCC7002_RS03560	253	225	161	186	430	391	317	323	286	459	252	356	373	211	282	246
gene-SYNPCC7002_RS03565	562	533	508	624	874	663	690	688	633	727	466	677	574	387	565	386
gene-SYNPCC7002_RS03570	1720	1638	1791	1705	2653	2047	1795	1907	1852	2311	1336	1854	1668	1369	1674	1236
gene-SYNPCC7002_RS03575	1619	1431	1228	1221	2358	1822	1539	1308	1685	2427	1486	1828	1703	1109	1670	1314
gene-SYNPCC7002_RS03580	311	208	249	196	496	340	361	292	271	367	238	341	230	172	233	184
gene-SYNPCC7002_RS03585	1763	1462	1496	1604	2627	2012	1824	1778	2366	2978	1934	2281	2142	1430	2146	1632
gene-SYNPCC7002_RS03590	2106	1876	1541	1754	4357	3600	3169	2974	2723	4019	2517	3354	2683	1783	2444	1978
gene-SYNPCC7002_RS03595	447	321	405	322	545	324	401	369	520	662	393	442	441	277	470	345
gene-SYNPCC7002_RS03600	1394	1450	1414	1405	1211	993	899	779	875	1035	808	1062	890	585	821	779
gene-SYNPCC7002_RS03605	2327	1923	1951	1589	2312	1999	1614	1477	1315	1646	1333	1566	1293	801	964	947
gene-SYNPCC7002_RS03610	1529	1316	1443	1246	2287	1893	1794	1586	1665	2408	1579	2513	1882	1139	1565	1251
gene-SYNPCC7002_RS03615	576	453	412	433	830	741	678	562	526	866	499	961	551	316	570	450
gene-SYNPCC7002_RS03620	3992	3107	2952	2919	5404	5001	4379	3825	3384	5095	3231	5502	3711	2315	2996	2682
gene-SYNPCC7002_RS03625	2016	1682	2216	1979	3027	2201	2182	2192	2305	3139	1919	2901	2069	1697	2286	1598
gene-SYNPCC7002_RS03630	1273	1145	1233	1148	2015	1660	1402	1462	1693	2169	1295	2119	1630	1112	1505	1134
gene-SYNPCC7002_RS03635	1489	1314	1368	1252	2063	1629	1329	1390	1474	2016	1420	1909	1603	1072	1507	1282
gene-SYNPCC7002_RS03640	1344	1100	1160	1145	1310	1047	982	983	954	1102	692	876	766	540	799	626
gene-SYNPCC7002_RS16070	1127	958	971	912	1587	1484	1266	1152	1161	1506	930	1173	1169	739	1015	849
gene-SYNPCC7002_RS03650	6031	5973	5190	5709	10352	7903	7397	6722	9037	11743	8892	9186	10623	6624	9444	8228
gene-SYNPCC7002_RS03655	10650	9265	5674	6366	32344	25640	24916	23276	45528	60956	38600	37718	46212	30570	45202	34987
gene-SYNPCC7002_RS03660	18790	15558	9316	11352	53135	42111	40208	38917	77414	102330	61037	60293	73963	55478	77559	57574
gene-SYNPCC7002_RS03665	7095	5809	2925	3388	18657	17184	14707	13143	25078	35127	25522	24304	29814	17518	25051	22148
gene-SYNPCC7002_RS03670	8675	7634	3872	4791	21630	19314	18231	15091	29624	41030	29953	27667	33214	20299	30446	26436
gene-SYNPCC7002_RS03675	9227	7231	4050	5015	22948	19769	17720	16085	29089	40252	28769	27719	33541	20529	30444	25887
gene-SYNPCC7002_RS03680	9120	7158	4155	4145	24008	21508	18305	14190	33249	43745	34544	33395	38675	22608	31969	28876
gene-SYNPCC7002_RS03685	25669	22879	14773	17708	76167	56522	54922	53803	98806	139845	90285	80433	100266	67598	105890	82530
gene-SYNPCC7002_RS03690	27135	25048	15531	20634	73599	53403	50908	50088	89319	130664	83568	73714	95009	58822	100798	75757
gene-SYNPCC7002_RS03695	504	399	260	337	1086	914	901	816	1324	1725	1046	1038	1235	747	1275	797
gene-SYNPCC7002_RS03700	118	100	105	92	264	201	258	197	332	469	292	309	295	222	353	233
gene-SYNPCC7002_RS03705	387	332	386	311	259	275	221	186	311	494	328	329	369	234	345	279
gene-SYNPCC7002_RS03710	5757	5595	5530	5335	11491	9586	8664	8478	11049	13694	9564	11223	11034	7659	10260	8152
gene-SYNPCC7002_RS03715	3400	2691	2886	2503	5719	5171	4474	3882	5472	6888	5425	6325	5876	3586	4997	4449
gene-SYNPCC7002_RS03720	922	863	942	927	1228	945	804	757	923	1294	773	1056	958	493	882	707
gene-SYNPCC7002_RS03725	324	299	253	243	746	691	583	534	735	1000	659	706	766	507	749	649
gene-SYNPCC7002_RS03730	304	249	254	291	721	481	556	485	909	1288	601	775	799	524	835	571
gene-SYNPCC7002_RS03735	255	188	216	209	523	401	408	365	666	938	521	636	625	419	701	542
gene-SYNPCC7002_RS03740	18820	15971	9253	11742	50593	39449	37646	36400	73109	94045	57871	59228	66202	48242	69642	51423
gene-SYNPCC7002_RS03745	2585	2178	1203	1468	7650	6029	5870	5142	10245	13271	8964	9292	10146	6897	9910	7801
gene-SYNPCC7002_RS03750	6128	5280	4797	4367	9761	8567	7388	5769	12866	15004	12204	12438	14545	8264	11334	11115
gene-SYNPCC7002_RS03755	610	487	554	541	2323	1693	1505	1661	1933	2819	1845	1630	2095	1394	2022	1452
gene-SYNPCC7002_RS03760	2265	1934	1747	1650	6930	5559	4661	4887	7340	9816	6556	7168	7140	4955	6944	5429
gene-SYNPCC7002_RS03765	500	452	413	466	1348	1086	906	905	1316	1856	1082	1222	1269	869	1408	1039
gene-SYNPCC7002_RS03770	9851	9077	8061	8664	24091	19652	18466	17794	21829	29617	17213	21103	19394	14311	19251	14017
gene-SYNPCC7002_RS16385	1241	1256	1014	1106	1817	1541	1295	1201	1956	2635	1903	1861	2304	1328	2075	1654
gene-SYNPCC7002_RS17200	1737	1665	1305	1387	2475	2285	1743	1513	2448	3175	2581	2433	3098	1800	2613	2222
gene-SYNPCC7002_RS03775	687	667	703	642	1486	1099	975	1045	966	1200	934	1072	958	689	851	763
gene-SYNPCC7002_RS03780	401	430	386	383	832	687	685	613	534	868	353	565	539	425	468	333
gene-SYNPCC7002_RS03785	1656	1317	1199	1246	3093	2446	2384	2204	3503	4472	2615	3142	2767	1974	2889	2036
gene-SYNPCC7002_RS03790	181	149	93	116	332	326	267	207	282	413	260	345	310	181	213	279
gene-SYNPCC7002_RS16630	12	5	11	12	19	15	19	11	17	28	24	32	19	13	11	15
gene-SYNPCC7002_RS03795	1623	1497	1368	1725	3036	2143	2412	1949	3671	4694	3078	2344	2539	2540	3984	2750
gene-SYNPCC7002_RS03805	366	240	300	234	870	615	526	613	522	705	431	546	436	326	427	311
gene-SYNPCC7002_RS17205	134	171	109	162	407	255	257	243	245	271	176	224	210	146	212	174
gene-SYNPCC7002_RS03810	370	394	337	336	1138	822	786	864	586	839	548	581	524	357	570	452
gene-SYNPCC7002_RS03815	285	225	256	236	1273	948	868	811	420	668	449	613	465	295	454	336
gene-SYNPCC7002_RS03820	2727	2695	2158	2226	7349	5962	5174	4807	3319	4288	3155	3864	3509	2297	3278	2644
gene-SYNPCC7002_RS03825	237	279	176	279	293	176	251	233	237	354	234	309	263	192	267	173
gene-SYNPCC7002_RS03830	487	363	410	403	968	741	673	775	865	1244	807	902	894	588	931	769
gene-SYNPCC7002_RS03835	1046	1043	1045	1040	2296	1727	1630	1670	2883	3649	2184	2302	2697	1797	2815	2023
gene-SYNPCC7002_RS03840	1071	936	1009	1022	1330	1176	1199	1061	1718	2287	1422	1460	1691	1220	1696	1276
gene-SYNPCC7002_RS03845	943	738	950	777	1363	1114	974	916	1221	1632	1062	1308	1078	755	1203	867
gene-SYNPCC7002_RS03850	1256	1111	1244	1083	1588	1233	1254	1164	1599	1969	1201	1609	1401	1025	1461	1059
gene-SYNPCC7002_RS03855	585	432	381	365	1158	1018	933	918	997	1244	925	1043	922	574	804	641
gene-SYNPCC7002_RS03860	177	138	131	91	232	199	154	164	165	225	165	239	242	112	151	160
gene-SYNPCC7002_RS03865	901	635	615	546	883	773	659	663	979	1427	848	1066	989	595	876	752
gene-SYNPCC7002_RS03870	739	644	590	561	1894	1516	1422	1409	1172	1766	1198	1599	1322	897	1274	1110
gene-SYNPCC7002_RS16635	211	156	135	127	368	286	195	200	235	315	196	305	229	121	217	182
gene-SYNPCC7002_RS16640	352	279	231	296	468	386	333	310	368	469	351	425	335	222	367	336
gene-SYNPCC7002_RS16390	4478	4106	3953	4408	4899	4674	4331	3040	4974	5632	4450	4077	4530	3048	4859	3847
gene-SYNPCC7002_RS03880	328	278	338	283	634	502	454	484	565	793	411	526	509	327	542	416
gene-SYNPCC7002_RS03885	4228	3155	3772	3436	3516	3274	3049	2502	3526	3986	2926	3683	2950	2067	2641	2290
gene-SYNPCC7002_RS03890	363	248	329	257	490	338	345	284	367	536	320	426	307	171	311	220
gene-SYNPCC7002_RS03895	252	190	184	121	321	278	257	209	165	209	201	271	205	131	117	122
gene-SYNPCC7002_RS03900	585	466	558	514	720	538	589	436	558	796	435	469	534	344	441	385
gene-SYNPCC7002_RS03905	1901	1355	614	646	13817	10786	9756	9684	50046	65622	50991	81249	29143	28462	36163	23232
gene-SYNPCC7002_RS03910	947	819	744	688	1112	937	823	780	743	1003	753	989	758	487	592	550
gene-SYNPCC7002_RS03915	4	0	2	0	2	6	0	4	2	12	2	0	0	4	4	4
gene-SYNPCC7002_RS03920	2147	1966	2164	2163	4525	3367	3099	3303	3440	4611	2906	3370	3493	2539	3428	2451
gene-SYNPCC7002_RS03925	859	796	890	762	1856	1479	1238	1284	1158	1437	1062	1303	1194	798	1133	990
gene-SYNPCC7002_RS03930	865	783	879	822	1679	1385	1161	1254	1105	1309	917	1112	1056	715	1057	781
gene-SYNPCC7002_RS03935	4409	3756	3552	3460	9643	7334	7023	7054	11090	15036	8916	10273	9880	6901	9816	7346
gene-SYNPCC7002_RS03940	183	172	164	128	428	299	296	259	358	524	326	418	451	297	321	296
gene-SYNPCC7002_RS03945	2074	2210	2337	2630	3424	2359	2241	2135	1591	2236	1680	1894	1746	1084	1593	1486
gene-SYNPCC7002_RS03950	207	215	139	209	182	165	150	133	127	159	120	147	92	112	125	88
gene-SYNPCC7002_RS03955	2303	2174	2014	2092	8807	6444	5852	5508	4231	6539	4205	5283	4706	3176	4347	3711
gene-SYNPCC7002_RS03960	13050	11644	10513	10029	28134	21536	18482	17374	24659	33143	25651	28989	27604	18157	25153	21199
gene-SYNPCC7002_RS03965	285	198	107	91	2781	2673	2136	2071	2613	3727	2498	2625	3971	2248	3036	2927
gene-SYNPCC7002_RS03970	170	107	51	35	1731	1382	1429	1025	1671	2900	2051	2383	3732	2053	2967	2829
gene-SYNPCC7002_RS03975	72	57	34	14	503	390	412	305	446	809	590	532	908	429	827	764
gene-SYNPCC7002_RS03980	116	82	61	60	972	831	837	676	829	1579	1045	1026	1663	921	1483	1341
gene-SYNPCC7002_RS03985	94	68	76	47	703	507	515	422	531	767	599	686	985	451	689	708
gene-SYNPCC7002_RS03990	344	275	237	251	980	744	736	656	738	1243	865	985	1327	648	1168	1052
gene-SYNPCC7002_RS03995	1351	1172	1133	1245	2334	1815	1786	1596	1852	2318	1487	1913	2102	1252	1791	1579
gene-SYNPCC7002_RS04000	2313	1773	2352	1945	2567	1971	1951	1420	1688	1879	1349	1459	1424	1149	1423	1113
gene-SYNPCC7002_RS04005	10315	9592	9312	8923	9175	7877	6979	5909	6339	7281	5989	7290	6551	4251	5577	5152
gene-SYNPCC7002_RS04010	1976	1528	1261	1108	1837	1846	1546	1197	1347	1656	1412	1951	1664	857	1067	1290
gene-SYNPCC7002_RS16075	152	118	100	118	273	169	159	161	190	306	196	228	124	150	189	134
gene-SYNPCC7002_RS04020	141	122	163	109	315	224	215	258	251	324	232	260	287	175	242	252
gene-SYNPCC7002_RS16395	11	7	8	4	19	18	11	4	13	11	12	22	27	8	13	12
gene-SYNPCC7002_RS04025	2052	1728	1360	1495	4439	3915	3564	3216	3917	5563	3284	4098	3899	2455	3389	2642
gene-SYNPCC7002_RS04030	2497	2048	2511	2366	3570	2805	2558	2392	2247	3109	1924	2644	2113	1473	2085	1604
gene-SYNPCC7002_RS04035	27255	30958	30710	32968	30181	22981	22288	18897	27450	33235	21647	20574	25443	17896	29604	20433
gene-SYNPCC7002_RS04040	597	522	479	503	1029	945	857	713	566	731	498	743	552	368	554	479
gene-SYNPCC7002_RS04045	873	857	739	660	1839	1752	1510	1375	2022	2632	1593	1989	1889	1247	1713	1597
gene-SYNPCC7002_RS04050	63319	62873	54220	65482	80413	60571	61605	60177	139241	166346	104539	101071	132583	92975	134846	99739
gene-SYNPCC7002_RS04055	2699	2248	2792	2443	2154	1748	1796	1640	2802	3326	1897	2947	2275	1636	2155	1584
gene-SYNPCC7002_RS04060	658	577	605	467	619	517	483	497	549	741	575	818	643	357	435	413
gene-SYNPCC7002_RS04065	1653	1445	921	965	7018	5748	5421	4951	10969	14751	9492	8773	11710	7537	11105	8498
gene-SYNPCC7002_RS04070	563	480	644	550	644	497	487	387	446	516	473	562	442	327	385	342
gene-SYNPCC7002_RS04075	1553	1535	1552	1574	1941	1452	1394	1412	1561	1920	1163	1513	1433	1085	1457	1028
gene-SYNPCC7002_RS04080	462	424	333	391	656	574	421	445	460	519	443	536	482	320	421	311
gene-SYNPCC7002_RS04085	1516	1200	1078	1235	2988	2524	2244	2008	2882	3629	2466	2705	2568	1853	2669	2063
gene-SYNPCC7002_RS04090	489	412	418	490	701	577	463	504	637	961	664	658	695	432	679	567
gene-SYNPCC7002_RS04095	274	243	210	274	439	347	324	322	387	580	399	441	450	313	460	372
gene-SYNPCC7002_RS04100	2861	2557	2268	2389	5398	4728	4195	4061	4618	6051	3795	4615	4811	3266	4323	3247
gene-SYNPCC7002_RS04105	538	384	519	434	736	624	514	470	773	860	673	691	721	427	554	522
gene-SYNPCC7002_RS04110	5591	5125	4138	4431	11654	9246	8702	8346	21723	28368	18449	16646	21691	14487	21075	16875
gene-SYNPCC7002_RS04115	602	329	286	247	1040	1020	961	745	1100	1651	1120	1431	1148	658	834	770
gene-SYNPCC7002_RS04120	332	256	238	190	516	580	505	437	569	909	466	578	575	292	462	408
gene-SYNPCC7002_RS04125	6980	6858	6372	6376	15987	11988	11809	11694	11894	16908	9871	11882	11384	8095	11346	8520
gene-SYNPCC7002_RS04130	473	393	472	421	522	337	379	323	327	461	317	422	345	174	306	246
gene-SYNPCC7002_RS04135	495	575	626	589	856	770	618	583	510	680	553	672	623	308	520	509
gene-SYNPCC7002_RS04140	442	479	558	565	665	508	467	421	363	618	381	453	543	222	396	403
gene-SYNPCC7002_RS04150	11114	9070	9942	10075	24656	20149	20064	17460	18453	22713	14386	17788	16379	12093	15769	12632
gene-SYNPCC7002_RS04160	496	310	343	291	694	692	613	499	667	644	679	992	660	398	436	493
gene-SYNPCC7002_RS04165	350	388	316	361	426	398	331	308	294	468	251	389	345	228	316	289
gene-SYNPCC7002_RS04170	1221	1083	1253	1217	927	764	699	769	861	1020	588	687	714	470	616	529
gene-SYNPCC7002_RS04175	347	332	363	351	622	377	403	373	268	407	328	393	340	231	287	285
gene-SYNPCC7002_RS04180	645	542	562	564	741	612	519	521	486	732	579	728	623	383	502	495
gene-SYNPCC7002_RS04185	3255	2842	2161	2314	4868	3985	3779	3352	5878	7464	5190	6563	5725	3882	5419	4255
gene-SYNPCC7002_RS16645	119	126	78	98	116	82	75	83	60	87	75	105	70	49	66	64
gene-SYNPCC7002_RS04190	4105	3754	4415	4147	4933	3727	3416	3402	2718	3683	2934	3239	2915	1816	2539	2476
gene-SYNPCC7002_RS04195	1405	1289	1367	1315	1436	1078	1010	1024	811	1141	961	1120	1030	548	821	818
gene-SYNPCC7002_RS04200	61953	66794	57846	74314	69377	49597	46908	50654	60267	81377	51751	57784	63700	45567	67466	48851
gene-SYNPCC7002_RS04205	68735	75838	60886	76275	72224	53463	50760	53485	67448	89342	58304	63985	69497	50888	73976	55821
gene-SYNPCC7002_RS04210	2291	2178	2553	2403	5629	3897	3715	4037	2729	3592	2315	2902	2827	1964	2702	2175
gene-SYNPCC7002_RS04215	2284	2071	2147	2348	3484	2646	2608	2473	1768	2134	1454	1726	1626	1094	1663	1311
gene-SYNPCC7002_RS04220	350	373	372	419	594	428	344	360	366	459	291	381	311	280	399	299
gene-SYNPCC7002_RS04225	2031	2238	2311	2268	4121	2834	3221	2809	4924	6284	4075	3709	4290	3364	5960	3766
