Geneid	CO2-0-04percent_Lane1-S1_CO2-adaptation	CO2-0-04percent_Lane2-S2_CO2-adaptation	CO2-0-04percent_Lane2-S3_CO2-adaptation	CO2-0-04percent_Lane2-S4_CO2-adaptation	CO2-30percent_Lane1-S14_CO2-adaptation	CO2-30percent_Lane1-S16_CO2-adaptation	CO2-30percent_Lane2-S13_CO2-adaptation	CO2-30percent_Lane2-S15_CO2-adaptation	CO2-4percent_Lane1-S6_CO2-adaptation	CO2-4percent_Lane1-S7_CO2-adaptation	CO2-4percent_Lane2-S5_CO2-adaptation	CO2-4percent_Lane2-S8_CO2-adaptation	CO2-8percent_Lane1-S12_CO2-adaptation	CO2-8percent_Lane2-S10_CO2-adaptation	CO2-8percent_Lane2-S11_CO2-adaptation	CO2-8percent_Lane2-S9_CO2-adaptation
gene-SYNPCC7002_RS07145	1678	1442	1798	1592	3110	2255	1977	2303	1645	2101	1317	1636	1457	1132	1544	1071
gene-SYNPCC7002_RS07150	1821	1411	1864	1438	1764	1527	1347	1112	1166	1289	1010	1384	1056	650	868	848
gene-SYNPCC7002_RS07155	782	662	658	781	714	507	471	415	491	674	514	562	546	342	576	400
gene-SYNPCC7002_RS07160	404	346	439	340	937	790	617	673	221	341	170	290	266	165	205	178
gene-SYNPCC7002_RS07165	1540	1128	1625	1136	672	418	372	476	562	775	483	602	414	253	375	319
gene-SYNPCC7002_RS07170	1641	1197	1565	1263	518	431	341	420	615	833	578	700	415	208	383	275
gene-SYNPCC7002_RS07175	3049	2503	3337	2346	2850	2152	2046	2235	1968	2629	1411	1927	1419	1066	1481	1045
gene-SYNPCC7002_RS07180	1013	727	1038	761	1242	994	942	911	784	1067	608	753	567	390	653	474
gene-SYNPCC7002_RS07185	1652	1673	1883	1711	2571	1714	1675	1699	2193	2920	1919	2612	2349	1686	2256	1807
gene-SYNPCC7002_RS07190	720	642	546	444	1458	1440	1192	950	1317	1656	1389	1738	1484	954	1162	1096
gene-SYNPCC7002_RS07195	259	252	235	216	619	465	445	417	622	842	494	716	595	434	585	434
gene-SYNPCC7002_RS07200	254	182	213	142	1039	771	606	677	236	406	277	335	276	188	217	207
gene-SYNPCC7002_RS07205	909	785	877	861	3003	2085	1849	2202	882	1256	852	1193	957	745	984	890
gene-SYNPCC7002_RS07210	3408	3146	2705	2655	7325	5759	5088	4933	2591	3247	2501	3426	2904	1830	2560	2192
gene-SYNPCC7002_RS07215	349	337	369	410	401	290	309	347	304	337	229	346	277	166	282	177
gene-SYNPCC7002_RS07220	343	202	316	286	185	169	135	123	140	212	145	162	109	57	132	71
gene-SYNPCC7002_RS07225	1207	742	903	913	615	496	433	447	423	638	328	411	317	160	233	171
gene-SYNPCC7002_RS07230	71	64	109	116	134	117	127	103	81	98	92	109	79	49	59	56
gene-SYNPCC7002_RS07235	56	52	26	56	71	52	69	62	95	129	74	107	96	52	80	66
gene-SYNPCC7002_RS07240	18	24	19	17	70	70	56	49	50	84	48	68	46	34	66	24
gene-SYNPCC7002_RS07245	29	55	49	21	90	67	62	70	69	97	71	86	70	63	66	62
gene-SYNPCC7002_RS07250	137	136	114	90	267	197	192	152	200	249	150	186	192	181	172	175
gene-SYNPCC7002_RS07255	70	44	42	75	129	89	75	94	83	141	95	124	92	71	83	92
gene-SYNPCC7002_RS07260	146	104	154	111	126	113	122	130	117	192	91	128	108	80	101	79
gene-SYNPCC7002_RS07265	227	181	209	185	277	152	187	200	198	285	179	237	176	126	163	130
gene-SYNPCC7002_RS07270	104	95	90	88	136	100	101	106	87	139	87	119	117	66	78	69
gene-SYNPCC7002_RS07275	33	34	26	25	80	58	53	33	41	71	47	65	45	20	37	48
gene-SYNPCC7002_RS07280	364	377	429	445	681	542	610	530	401	520	329	499	425	248	362	342
gene-SYNPCC7002_RS07285	1498	1329	1239	1484	2560	2040	1763	1762	1799	2383	1409	1838	1634	1170	1537	1187
gene-SYNPCC7002_RS07290	114	75	92	100	322	179	190	259	146	161	119	162	105	106	136	71
gene-SYNPCC7002_RS07295	833	780	811	708	1043	711	756	595	905	1353	921	1040	1046	611	939	808
gene-SYNPCC7002_RS07300	3569	2664	2745	2584	9513	7638	6533	6599	3026	4290	2932	4502	2662	2170	2665	2128
gene-SYNPCC7002_RS07305	3599	2731	3487	3225	10901	7614	7212	7294	3594	5381	3281	4914	3373	2500	3435	2694
gene-SYNPCC7002_RS07310	7191	5684	6169	6264	16895	12456	11601	11870	7582	9969	6145	9306	6131	5418	6640	4600
gene-SYNPCC7002_RS07315	1084	1234	1070	948	7215	4894	4626	5434	1444	2222	1247	2118	1531	1052	1590	1113
gene-SYNPCC7002_RS07320	222	221	235	229	738	592	472	551	318	388	305	404	375	212	341	272
gene-SYNPCC7002_RS07325	1318	1166	1517	1481	1574	1264	1127	1036	1403	1877	1123	1691	1276	926	1292	1054
gene-SYNPCC7002_RS07330	2165	2023	2480	2150	2450	1995	1750	1744	2270	2820	2076	2311	2136	1354	1888	1620
gene-SYNPCC7002_RS07335	524	462	342	407	966	851	709	585	556	755	494	716	601	358	580	443
gene-SYNPCC7002_RS07340	361	325	296	333	391	307	290	284	423	589	458	419	421	277	381	331
gene-SYNPCC7002_RS07345	1534	1556	1465	1482	1621	1306	1283	1092	1528	2083	1783	1884	1945	1074	1709	1584
gene-SYNPCC7002_RS07350	830	750	593	593	1878	1591	1303	1311	1806	2509	1887	2218	2209	1290	1778	1474
gene-SYNPCC7002_RS07355	7814	8821	5417	7759	44821	32562	30667	30365	15924	22330	16657	26064	25684	20804	25361	21286
gene-SYNPCC7002_RS07360	15	16	15	15	59	23	46	31	19	22	7	26	10	11	23	22
gene-SYNPCC7002_RS07365	192	199	143	209	328	223	263	169	207	283	229	242	177	134	204	161
gene-SYNPCC7002_RS07370	159	150	164	164	357	311	307	256	577	765	522	704	504	349	528	376
gene-SYNPCC7002_RS07375	1805	2038	2116	2460	1759	1157	1169	1162	1109	1284	734	1109	942	765	1151	801
gene-SYNPCC7002_RS07380	980	825	854	794	1679	1432	1236	1199	1104	1331	1091	1294	1268	846	1186	971
gene-SYNPCC7002_RS07385	1610	1346	1440	1384	2358	1918	1955	1563	1317	1693	1022	1496	1435	891	1256	1055
gene-SYNPCC7002_RS07390	69	128	114	85	5703	3272	2578	3909	194	336	241	333	271	180	328	202
gene-SYNPCC7002_RS07395	102	123	128	96	6203	3613	2935	4395	209	350	254	344	306	170	342	220
gene-SYNPCC7002_RS07400	83	54	55	31	2621	1839	1377	2013	110	195	127	196	199	81	147	110
gene-SYNPCC7002_RS07405	2915	2358	2888	2985	2344	1694	1778	1550	1525	1963	1370	1459	1493	1009	1582	1216
gene-SYNPCC7002_RS07410	1839	1524	2083	1519	1505	1219	1008	993	641	773	543	770	439	284	377	317
gene-SYNPCC7002_RS16115	2166	1724	2700	1903	1467	1060	1051	937	749	1026	699	837	538	393	539	464
gene-SYNPCC7002_RS07420	252	237	254	283	363	287	319	286	194	262	155	187	221	171	202	153
gene-SYNPCC7002_RS07425	108	62	89	72	89	83	91	72	38	53	34	61	23	21	38	14
gene-SYNPCC7002_RS07430	314	283	322	323	385	241	320	289	164	205	123	162	146	95	123	117
gene-SYNPCC7002_RS07435	131	158	163	176	259	193	171	161	157	215	166	211	96	75	115	88
gene-SYNPCC7002_RS07440	991	982	1004	956	1229	957	903	915	1075	1535	944	1084	1165	774	1255	823
gene-SYNPCC7002_RS07445	789	661	799	681	809	612	509	496	654	820	587	703	550	421	558	492
gene-SYNPCC7002_RS16120	1024	662	1114	939	422	349	296	283	508	596	358	422	433	301	301	278
gene-SYNPCC7002_RS07455	399	450	569	497	346	236	209	260	104	145	101	157	98	67	104	87
gene-SYNPCC7002_RS07460	1251	1002	1167	1032	668	436	435	432	657	926	726	843	685	408	567	547
gene-SYNPCC7002_RS07465	11604	9433	9094	9805	8473	6067	6072	6219	17039	23093	16381	21321	12353	9078	13670	10125
gene-SYNPCC7002_RS07470	205	202	297	242	298	211	199	193	289	429	231	258	253	151	293	165
gene-SYNPCC7002_RS07475	868	718	624	629	1440	1154	1122	969	1987	2718	1484	2005	1823	1237	1832	1391
gene-SYNPCC7002_RS07480	4468	3518	3726	3481	3683	3421	3266	2773	5466	5949	4211	5586	4236	3028	3946	3057
gene-SYNPCC7002_RS16975	236	198	167	141	163	163	113	131	241	290	227	347	248	124	225	231
gene-SYNPCC7002_RS07490	1814	1614	1054	1108	7332	5803	5213	4952	11407	15129	10061	9999	12106	7644	11561	9294
gene-SYNPCC7002_RS07495	320	285	289	322	800	674	607	613	1324	1933	1116	1089	1354	905	1421	896
gene-SYNPCC7002_RS07500	1611	1491	1348	1364	2503	1932	1804	1711	2805	3670	2397	2805	2772	2047	2782	2321
gene-SYNPCC7002_RS07505	2120	1848	2255	2031	3634	2628	2741	2637	2956	3725	2266	2856	2526	1972	2589	2098
gene-SYNPCC7002_RS07510	12724	13418	12903	14372	17162	11867	11554	12456	25304	32049	19438	19666	25058	17435	25469	17938
gene-SYNPCC7002_RS07515	1771	1263	1567	1474	2446	1863	1714	1575	2014	2803	2121	2241	2070	1296	2002	1616
gene-SYNPCC7002_RS07520	7184	5447	6420	5941	8328	6473	6460	5687	7891	12125	7930	10801	7950	5631	8426	6349
gene-SYNPCC7002_RS07525	3600	2857	3296	2894	3979	3355	3268	3057	4531	6376	4577	6487	4470	3118	4636	3441
gene-SYNPCC7002_RS07530	507	368	469	399	1266	1098	1067	1047	1679	2438	1674	2251	1865	1306	1833	1391
gene-SYNPCC7002_RS07535	2455	1460	1745	1510	4465	4041	3692	3160	6807	9900	7739	10364	8274	5608	8067	5790
gene-SYNPCC7002_RS07540	1083	932	1036	1136	1870	1396	1475	1287	1947	2783	2057	2438	2033	1464	2116	1570
gene-SYNPCC7002_RS07545	3367	2014	2236	2041	4808	4763	4194	3439	7091	9941	8454	11793	9215	5421	7613	6309
gene-SYNPCC7002_RS07550	1931	1379	1687	1348	2706	2370	2200	1702	3596	5444	4585	5798	4969	2680	4390	3915
gene-SYNPCC7002_RS07555	2295	1730	1820	1474	3176	3006	2775	2104	4042	6079	5745	7319	6220	3293	4979	4717
gene-SYNPCC7002_RS16125	1619	1061	1197	872	1832	1817	1639	1100	2657	4098	3830	5050	4204	2057	3253	3352
gene-SYNPCC7002_RS07565	2305	1748	1954	1616	2645	2426	2196	1804	3918	6170	5253	6412	5594	2914	5128	4485
gene-SYNPCC7002_RS07570	3256	2170	2333	2124	3729	3210	3056	2651	5912	8916	7305	8428	7763	4404	7134	5884
gene-SYNPCC7002_RS07575	2353	1876	2059	1750	3003	2439	2230	1881	4310	6772	5624	6470	5895	3205	5505	4613
gene-SYNPCC7002_RS16130	1399	1037	1209	942	2024	1616	1658	1274	3140	4682	3846	4347	4044	2485	3882	3326
gene-SYNPCC7002_RS07585	501	305	378	338	826	658	665	523	1108	1673	1177	1565	1309	951	1323	1021
gene-SYNPCC7002_RS07590	982	570	663	621	1594	1304	1353	1200	2412	3423	2349	2797	2607	1763	2760	1935
gene-SYNPCC7002_RS07595	2767	2076	2504	2217	4034	3147	3331	2841	5219	7303	5594	6756	6008	3790	5965	4247
gene-SYNPCC7002_RS07600	1754	1396	1566	1385	3065	2480	2280	2064	3802	5872	4090	5073	4803	3082	4548	3562
gene-SYNPCC7002_RS07605	1040	836	1038	922	1665	1268	1201	1132	2085	2927	2158	2780	2296	1693	2515	1918
gene-SYNPCC7002_RS17220	140	90	111	92	133	100	112	111	231	296	189	258	198	146	207	169
gene-SYNPCC7002_RS16445	78	58	76	61	140	128	149	155	243	362	227	376	256	187	302	246
gene-SYNPCC7002_RS07615	1161	1004	1229	1280	1997	1386	1532	1436	1416	2030	1322	1673	1266	1086	1565	1022
gene-SYNPCC7002_RS07620	786	594	695	711	1565	1258	1162	1245	1224	1762	1309	1707	1298	946	1336	1101
gene-SYNPCC7002_RS07625	476	366	433	358	978	781	690	683	477	720	494	530	396	231	396	363
gene-SYNPCC7002_RS07630	1704	1258	1414	1263	2330	2133	1776	1398	1355	1660	1229	1675	1401	954	1197	1201
gene-SYNPCC7002_RS07635	1979	1613	1614	1665	3289	2604	2376	2211	2239	3108	2002	2889	2394	1640	2320	1658
gene-SYNPCC7002_RS07640	259	244	226	219	562	493	525	383	437	617	417	483	479	321	456	366
gene-SYNPCC7002_RS07645	2510	2085	1656	1662	5765	4858	4417	4442	6236	8697	5917	6639	6202	4180	5945	4724
gene-SYNPCC7002_RS07650	653	566	424	467	1647	1337	1172	1080	1625	2147	1611	1881	1773	1121	1609	1395
gene-SYNPCC7002_RS07655	232	138	97	90	406	330	304	243	571	822	446	746	607	321	470	423
gene-SYNPCC7002_RS07660	12658	15014	14923	15139	15588	11774	11094	11081	4085	5756	4056	6967	3763	2969	3758	3007
gene-SYNPCC7002_RS07665	497	460	461	459	1027	881	810	790	1280	1670	1183	1323	1357	883	1316	1033
gene-SYNPCC7002_RS07670	1033	1016	998	1070	1212	973	925	801	481	657	430	582	522	318	454	386
gene-SYNPCC7002_RS07675	299	228	211	233	694	587	543	461	879	1132	844	934	872	656	1029	700
gene-SYNPCC7002_RS07680	1682	1397	1186	1333	3246	2696	2326	2291	2882	4006	2484	2812	2854	1884	2814	2108
gene-SYNPCC7002_RS07685	541	531	507	401	1468	1081	957	1040	627	840	570	740	662	365	626	416
gene-SYNPCC7002_RS07690	6480	6416	7437	6870	13066	10138	8739	9040	7717	9568	6410	7606	7461	5114	6850	5441
gene-SYNPCC7002_RS07695	4514	3979	4258	3851	8405	6695	6086	5910	5446	6716	4901	6130	5722	3633	4939	4440
gene-SYNPCC7002_RS16675	258	266	223	292	514	403	455	374	341	596	296	356	361	237	433	330
gene-SYNPCC7002_RS07700	913	938	847	1018	1973	1441	1418	1363	1658	2116	1180	1380	1445	1034	1519	1053
gene-SYNPCC7002_RS07705	2115	1829	1749	1743	2899	2459	2170	2161	1898	2390	1625	2316	1985	1323	1727	1428
gene-SYNPCC7002_RS07710	1478	1179	898	929	1545	1418	1329	1165	1463	2212	1289	1727	1373	981	1331	995
gene-SYNPCC7002_RS07715	2604	2206	1913	2007	4424	3489	3204	3263	3426	4060	2790	3755	3256	2210	3101	2433
gene-SYNPCC7002_RS07720	852	730	569	597	1838	1422	1276	1320	1371	1914	1076	1448	1246	994	1309	938
gene-SYNPCC7002_RS07725	466	391	346	316	856	847	610	670	879	1075	727	856	869	522	784	800
gene-SYNPCC7002_RS07730	836	679	770	600	1236	1005	889	933	1011	1277	851	931	972	656	946	837
gene-SYNPCC7002_RS07735	4137	3952	3745	3738	10072	7892	7318	6991	9822	13564	8770	9115	9651	6399	8960	7442
gene-SYNPCC7002_RS07740	1590	1338	1527	1503	4622	3225	2998	3117	3238	4975	3044	3750	3123	2272	3446	2296
gene-SYNPCC7002_RS07745	646	478	394	350	1229	1382	1057	837	1196	1761	1276	1704	1424	703	1017	1153
gene-SYNPCC7002_RS07750	685	581	465	503	1551	1166	1026	1003	1575	2262	1355	1433	1317	1080	1679	1130
gene-SYNPCC7002_RS07755	1403	1161	1031	1198	2046	1563	1544	1494	2012	2663	1815	1892	1719	1324	1931	1383
gene-SYNPCC7002_RS07760	594	538	596	617	973	707	687	688	961	1219	779	939	832	603	919	640
gene-SYNPCC7002_RS07765	2819	2401	2131	2067	4609	4132	3657	3237	3932	5143	3522	4410	4159	2735	3637	3094
gene-SYNPCC7002_RS07770	391	265	191	185	950	846	721	658	990	1331	1081	1279	1211	794	1038	900
gene-SYNPCC7002_RS07775	228	183	111	123	671	531	612	471	853	1126	760	729	853	554	733	631
gene-SYNPCC7002_RS07780	192	151	65	114	505	407	330	296	383	460	369	511	465	256	307	272
gene-SYNPCC7002_RS07785	273	249	276	274	437	254	221	241	271	362	218	282	233	214	255	156
gene-SYNPCC7002_RS07790	793	565	448	467	1292	1168	1044	870	1181	1405	1188	1269	1286	891	1043	878
gene-SYNPCC7002_RS07795	125	69	67	70	244	237	198	138	245	394	240	270	230	152	223	205
gene-SYNPCC7002_RS07800	1011	1082	1087	1162	1801	1187	1112	1086	1378	1834	972	1282	1299	968	1312	988
gene-SYNPCC7002_RS16980	1747	1562	1521	1662	4041	3036	3025	2971	4111	4633	2782	3520	3227	2704	3497	2436
gene-SYNPCC7002_RS07810	489	355	331	325	1098	873	810	647	788	1106	665	839	862	459	652	640
gene-SYNPCC7002_RS07815	211704	206548	143795	188103	191644	149377	143384	141076	248213	317034	201983	223947	242840	179588	244476	185707
gene-SYNPCC7002_RS07820	88702	92549	64577	87302	83133	61233	60646	61086	110342	144076	88910	95755	103873	82549	113744	83004
gene-SYNPCC7002_RS07825	237	223	220	216	538	476	309	382	532	705	431	543	556	349	546	414
gene-SYNPCC7002_RS07830	1028	810	609	719	1768	1627	1303	1230	1718	2363	1606	1941	1679	1050	1478	1415
gene-SYNPCC7002_RS07835	634	518	531	647	973	715	641	681	945	1534	866	959	1044	643	998	771
gene-SYNPCC7002_RS16450	502	370	500	468	670	409	426	409	650	808	516	551	499	394	609	489
gene-SYNPCC7002_RS07840	441	376	414	453	720	416	450	400	540	727	529	615	571	374	448	475
gene-SYNPCC7002_RS07845	2457	2387	2464	2620	3806	2643	2604	2502	3118	4091	2880	3127	2954	2156	3166	2418
gene-SYNPCC7002_RS07850	3409	3191	3490	3172	4860	3800	3510	3200	3984	5515	3552	4301	3779	2740	3796	3028
gene-SYNPCC7002_RS07855	203	154	134	116	345	330	196	178	290	417	206	259	297	154	277	233
gene-SYNPCC7002_RS07860	729	794	955	974	1937	1238	1360	1320	1071	1390	789	995	868	747	1139	906
gene-SYNPCC7002_RS07865	4668	4155	4828	4315	7044	5586	4883	4851	3421	4146	3293	4713	3497	2489	3240	2827
gene-SYNPCC7002_RS07870	918	820	648	841	480	473	447	338	397	552	393	503	377	243	311	329
gene-SYNPCC7002_RS07875	1161	880	1014	1098	1992	1107	1285	1102	1364	2317	1356	1626	1406	1228	1640	1226
gene-SYNPCC7002_RS07880	1685	1668	1553	1666	3092	2562	2226	2328	2664	3523	2114	2921	2612	1963	2708	2000
gene-SYNPCC7002_RS07885	1690	1755	2107	2036	1866	1263	1350	1295	1008	1347	707	1103	881	659	941	649
gene-SYNPCC7002_RS07890	1438	1085	967	1024	3091	2459	2195	2187	2667	3797	2255	2999	2806	2301	2791	1925
gene-SYNPCC7002_RS07895	1358	1162	1337	1203	1356	1169	1130	1034	991	1398	1011	1134	1024	687	1009	764
gene-SYNPCC7002_RS07900	182	140	156	135	255	212	172	174	170	222	184	212	179	96	152	151
gene-SYNPCC7002_RS07905	1140	933	820	815	1336	1132	1111	848	1004	1199	1005	1218	1102	580	843	821
gene-SYNPCC7002_RS07910	713	508	578	422	768	797	664	613	683	937	685	813	663	489	596	543
gene-SYNPCC7002_RS07915	4773	4168	5336	5376	2387	1918	1698	1563	2032	2189	1536	1730	1824	1056	1572	1430
gene-SYNPCC7002_RS07920	92	89	54	61	126	108	84	94	87	148	109	104	105	75	71	64
gene-SYNPCC7002_RS07925	2693	2363	2537	2567	3317	2323	2333	2428	2754	3165	1716	2425	1847	1578	2085	1365
gene-SYNPCC7002_RS07930	840	762	707	770	1768	1317	1296	1075	1119	1505	1104	1279	1179	696	1146	981
gene-SYNPCC7002_RS07935	4676	4081	4983	4079	13189	9899	8398	8458	3629	4724	3730	4535	4098	2963	3948	3629
gene-SYNPCC7002_RS07940	1106	938	970	874	2347	1911	1549	1662	1319	1704	1244	1435	1341	898	1172	1121
gene-SYNPCC7002_RS07945	628	448	380	297	1407	1349	1160	902	1285	1520	1264	1552	1386	777	1069	1032
gene-SYNPCC7002_RS07950	7390	6821	4098	5093	21619	18711	17447	15749	32965	41616	26732	29185	33183	23188	32509	25762
gene-SYNPCC7002_RS07955	1262	1095	931	871	999	961	810	703	861	981	853	899	927	496	699	722
gene-SYNPCC7002_RS07960	1388	1195	1303	1469	919	728	718	717	693	984	679	836	788	491	791	639
gene-SYNPCC7002_RS16455	80491	75660	74432	85415	51349	45924	40584	37358	74359	91203	67842	66273	78443	44560	72836	60086
gene-SYNPCC7002_RS07965	626	483	442	467	1015	655	622	614	740	1140	666	730	756	512	710	571
gene-SYNPCC7002_RS17225	2481	2244	3028	2976	3044	2142	2423	2019	2787	3540	2182	2030	2011	1781	2728	1878
gene-SYNPCC7002_RS07975	1128	848	836	716	1877	1637	1450	1344	1799	2330	1563	1802	1742	1106	1468	1272
gene-SYNPCC7002_RS07980	4457	4408	4708	4741	8547	6535	6080	5503	4300	5759	4532	4861	4614	3145	4494	3772
gene-SYNPCC7002_RS07985	876	741	863	698	1245	1034	1024	968	747	972	597	848	727	462	659	519
gene-SYNPCC7002_RS07990	889	759	948	904	1143	918	871	827	667	870	642	864	718	352	545	532
gene-SYNPCC7002_RS07995	609	624	553	518	1254	983	982	858	1412	1616	1433	1490	1517	868	1181	1143
gene-SYNPCC7002_RS08000	10	0	2	0	2	10	0	12	8	10	8	0	2	8	2	6
gene-SYNPCC7002_RS08005	4213	3695	3305	3180	9378	7654	7340	6749	7607	9757	7603	9195	8813	5902	7845	7018
gene-SYNPCC7002_RS08010	412	288	244	208	1087	989	748	776	1034	1412	845	1209	1156	688	975	818
gene-SYNPCC7002_RS08015	8058	7535	8136	7526	10142	7604	6754	6837	4646	6117	4550	5835	4829	2932	4460	4039
gene-SYNPCC7002_RS08020	2138	2062	2613	2459	2262	1679	1547	1556	1110	1368	1062	1210	1008	730	1038	859
gene-SYNPCC7002_RS08025	1227	1199	1479	1339	1495	1188	993	949	666	846	660	707	604	384	621	500
gene-SYNPCC7002_RS08030	7235	6861	8406	7444	7205	5693	5151	4799	4154	5726	4421	5217	4241	2845	4094	3467
gene-SYNPCC7002_RS08035	2600	2243	2635	2413	888	678	692	635	603	846	676	924	625	403	520	517
gene-SYNPCC7002_RS08040	10509	10453	8621	11071	19342	14621	14260	13660	25004	34125	21144	18747	25854	16841	26216	20331
gene-SYNPCC7002_RS08045	275	267	242	217	736	590	602	573	780	1377	759	872	805	513	903	710
gene-SYNPCC7002_RS08050	1683	1416	1084	1312	2771	2200	2127	2080	3354	4410	2616	2968	2715	1912	2847	2096
gene-SYNPCC7002_RS08055	1810	1546	1512	1525	3996	3295	3219	3093	3505	4871	2811	3917	3485	2416	3146	2535
gene-SYNPCC7002_RS08060	909	666	551	485	2222	1939	1723	1415	2552	3476	2655	2770	3015	1759	2430	2242
gene-SYNPCC7002_RS08065	2650	2154	1525	1612	5371	4872	4356	3852	7650	10686	7022	7255	8469	5463	7505	6551
gene-SYNPCC7002_RS16685	204	161	175	208	237	190	138	183	171	161	110	143	115	73	123	80
gene-SYNPCC7002_RS08070	934	812	918	1004	1524	1163	1188	1133	1079	1410	963	1159	1044	746	1131	914
gene-SYNPCC7002_RS08075	626	597	596	524	1339	1059	975	920	637	858	583	684	530	368	549	512
gene-SYNPCC7002_RS16135	245	208	202	250	468	358	315	323	340	360	216	312	248	141	236	190
gene-SYNPCC7002_RS08085	17325	13950	15067	13811	20451	16815	15723	13341	24092	29901	22074	22322	26095	16342	23162	19357
gene-SYNPCC7002_RS08090	446	363	337	337	546	428	393	330	447	584	417	493	482	299	440	302
gene-SYNPCC7002_RS08095	1579	1464	1367	1335	3407	2889	2537	2680	2149	3000	1691	2097	2165	1417	1930	1609
gene-SYNPCC7002_RS08100	1881	1812	2011	2135	1447	1303	1124	1049	584	811	597	813	701	394	560	549
gene-SYNPCC7002_RS08105	784	663	520	648	2648	2046	1823	1836	3696	4425	3097	4543	2835	2556	3304	2302
gene-SYNPCC7002_RS08110	618	317	191	207	2367	1846	1738	1801	5980	8169	5580	7776	4328	3762	5053	3439
gene-SYNPCC7002_RS08115	274	254	334	230	517	357	354	291	376	493	364	412	413	227	274	280
gene-SYNPCC7002_RS08120	3487	3378	3613	3286	4770	3789	3451	3363	2747	3356	2859	3311	2728	1777	2519	2211
gene-SYNPCC7002_RS08125	3136	2632	2137	2430	8519	6858	6764	6034	5135	7245	4432	5298	4757	3517	4783	3797
gene-SYNPCC7002_RS08130	150	158	151	166	782	726	544	549	158	216	143	228	135	116	174	116
gene-SYNPCC7002_RS08135	477	522	495	544	627	542	368	421	290	395	336	379	361	165	272	297
gene-SYNPCC7002_RS08140	334	316	342	342	398	333	271	278	188	264	232	261	215	123	208	175
gene-SYNPCC7002_RS08145	5814	4856	4104	4218	5978	5706	4773	4325	6141	7443	6133	6728	7243	3850	5495	4873
gene-SYNPCC7002_RS08150	755	562	511	459	1110	1033	837	667	1045	1568	1271	1799	1000	707	988	809
gene-SYNPCC7002_RS08155	138	87	111	83	191	162	166	110	88	127	89	165	72	60	65	68
gene-SYNPCC7002_RS08160	36252	33420	35522	33464	30778	24094	21834	20329	44887	58613	45952	45875	45244	30018	43769	37035
gene-SYNPCC7002_RS08165	2179	1984	2281	2228	1771	1271	1257	1260	1838	2320	1590	2718	1384	1205	1355	1054
gene-SYNPCC7002_RS08170	14316	13543	10087	11916	17334	14609	13474	11235	21529	26641	18728	19739	23778	14146	19792	17506
gene-SYNPCC7002_RS08175	722	540	439	491	1094	800	804	849	1993	2577	1608	2557	1069	1318	1534	963
gene-SYNPCC7002_RS08185	234	154	164	126	324	270	310	265	498	499	295	527	305	262	333	235
gene-SYNPCC7002_RS08190	232	223	144	181	773	716	647	498	789	1171	826	924	798	568	704	592
gene-SYNPCC7002_RS08195	160	148	108	142	205	151	148	185	134	158	90	114	148	83	108	100
gene-SYNPCC7002_RS08200	1269	1103	986	969	2175	1813	1718	1465	1927	2662	1563	1962	1997	1137	1685	1358
gene-SYNPCC7002_RS08205	4535	3877	3947	3976	4709	3917	3915	3318	4410	5507	3444	4683	3714	2878	3749	2920
gene-SYNPCC7002_RS08210	566	412	405	320	731	670	576	492	502	617	533	685	628	354	386	431
gene-SYNPCC7002_RS08215	945	808	812	728	1406	1168	1106	948	1130	1439	1043	1354	1084	651	966	795
gene-SYNPCC7002_RS08220	1152	1003	855	842	2046	1714	1638	1708	2692	3569	2123	2416	2368	1848	2409	1751
gene-SYNPCC7002_RS08225	290	327	309	356	391	226	287	236	362	524	230	289	297	239	350	237
gene-SYNPCC7002_RS08230	904	912	1022	1065	1556	1096	1155	1198	1378	1860	1094	1206	1245	1062	1389	898
gene-SYNPCC7002_RS08235	1293	1149	1198	1110	1657	1285	1309	1227	1574	1876	1212	1621	1385	921	1328	1129
gene-SYNPCC7002_RS08240	2769	2080	2099	1676	6092	5031	4715	4094	4300	5505	4037	4819	4409	3052	4012	3474
gene-SYNPCC7002_RS08245	827	621	785	649	1423	1054	1025	862	1151	1310	933	1002	952	649	1091	767
gene-SYNPCC7002_RS08250	1142	985	993	877	2159	1847	1785	1626	1512	1901	1357	1898	1460	971	1410	1129
gene-SYNPCC7002_RS08255	2587	2372	2537	2692	4202	3169	3061	3184	2897	3849	2641	3425	2944	2207	2939	2304
gene-SYNPCC7002_RS16140	1555	1436	1415	1431	2318	1673	1643	1454	2706	3261	2137	2467	2454	1625	2404	1959
gene-SYNPCC7002_RS08265	628	463	420	377	773	727	564	509	643	667	605	808	746	428	548	530
gene-SYNPCC7002_RS08275	5003	3827	4899	5307	2775	2336	2018	2004	2939	3609	2316	2644	2596	1848	2408	2018
gene-SYNPCC7002_RS08280	467	355	381	334	755	698	645	481	680	1009	620	756	722	481	632	587
gene-SYNPCC7002_RS08285	4890	4421	4714	4574	14621	11986	10158	10330	6632	8955	5864	8283	6781	5070	6286	5154
gene-SYNPCC7002_RS08290	365	340	448	418	1118	743	647	624	624	968	654	696	573	380	682	459
gene-SYNPCC7002_RS08295	1112	813	562	599	2826	2312	2251	1883	3925	5169	3888	3694	3905	2417	3657	3080
gene-SYNPCC7002_RS08305	2284	2001	1558	1644	6563	4848	5005	4953	8154	11549	6427	7374	7481	5428	7663	5404
